w_rad_s,ratio12_nominal,cond_nominal,sigmax_nominal,sigmin_nominal,ratio12_light_load_0p5A,cond_light_load_0p5A,sigmax_light_load_0p5A,sigmin_light_load_0p5A,ratio12_fc_cruise_r0p85,cond_fc_cruise_r0p85,sigmax_fc_cruise_r0p85,sigmin_fc_cruise_r0p85
1.51945599e-01,1.08434674e+00,1.33516436e+01,9.31489212e+01,6.97658834e+00,1.73495478e+01,3.60062232e+01,1.52967528e+02,4.24836360e+00,7.21326309e-01,1.73290698e+01,9.29183267e+01,5.36199159e+00
1.55489989e-01,1.07346509e+00,1.31647342e+01,9.18423763e+01,6.97639425e+00,1.71754414e+01,3.56844772e+01,1.51208684e+02,4.23737982e+00,7.14087644e-01,1.70857758e+01,9.16131267e+01,5.36195300e+00
1.59117057e-01,1.06259284e+00,1.29772218e+01,9.05315770e+01,6.97619094e+00,1.70014855e+01,3.53643781e+01,1.49448732e+02,4.22596805e+00,7.06855240e-01,1.68416861e+01,9.03036484e+01,5.36191258e+00
1.62828733e-01,1.05173985e+00,1.27892454e+01,8.92174944e+01,6.97597799e+00,1.68278377e+01,3.50463064e+01,1.47689183e+02,4.21411551e+00,6.99635642e-01,1.65969813e+01,8.89908603e+01,5.36187024e+00
1.66626991e-01,1.04091586e+00,1.26009438e+01,8.79010954e+01,6.97575492e+00,1.66546537e+01,3.47306421e+01,1.45931537e+02,4.20180936e+00,6.92435331e-01,1.63518414e+01,8.76757267e+01,5.36182590e+00
1.70513849e-01,1.03013046e+00,1.24124544e+01,8.65833393e+01,6.97552126e+00,1.64820874e+01,3.44177645e+01,1.44177280e+02,4.18903675e+00,6.85260700e-01,1.61064447e+01,8.63592045e+01,5.36177946e+00
1.74491374e-01,1.01939312e+00,1.22239134e+01,8.52651755e+01,6.97527650e+00,1.63102900e+01,3.41080502e+01,1.42427879e+02,4.17578483e+00,6.78118034e-01,1.58609679e+01,8.50422405e+01,5.36173081e+00
1.78561682e-01,1.00871309e+00,1.20354549e+01,8.39475402e+01,6.97502011e+00,1.61394095e+01,3.38018735e+01,1.40684777e+02,4.16204080e+00,6.71013493e-01,1.56155851e+01,8.37257682e+01,5.36167986e+00
1.82726937e-01,9.98099414e-01,1.18472111e+01,8.26313537e+01,6.97475153e+00,1.59695906e+01,3.34996043e+01,1.38949389e+02,4.14779196e+00,6.63953089e-01,1.53704675e+01,8.24107058e+01,5.36162649e+00
1.86989354e-01,9.87560880e-01,1.16593113e+01,8.13175186e+01,6.97447017e+00,1.58009741e+01,3.32016085e+01,1.37223102e+02,4.13302572e+00,6.56942672e-01,1.51257830e+01,8.10979531e+01,5.36157058e+00
1.91351199e-01,9.77106015e-01,1.14718818e+01,8.00069166e+01,6.97417544e+00,1.56336962e+01,3.29082466e+01,1.35507263e+02,4.11772965e+00,6.49987914e-01,1.48816955e+01,7.97883894e+01,5.36151203e+00
1.95814791e-01,9.66743050e-01,1.12850461e+01,7.87004070e+01,6.97386668e+00,1.54678888e+01,3.26198732e+01,1.33803183e+02,4.10189157e+00,6.43094290e-01,1.46383649e+01,7.84828715e+01,5.36145069e+00
2.00382504e-01,9.56479906e-01,1.10989238e+01,7.73988245e+01,6.97354322e+00,1.53036785e+01,3.23368366e+01,1.32112131e+02,4.08549953e+00,6.36267068e-01,1.43959463e+01,7.71822316e+01,5.36138644e+00
2.05056767e-01,9.46324168e-01,1.09136307e+01,7.61029773e+01,6.97320436e+00,1.51411867e+01,3.20594783e+01,1.30435331e+02,4.06854192e+00,6.29511295e-01,1.41545902e+01,7.58872756e+01,5.36131914e+00
2.09840065e-01,9.36283077e-01,1.07292790e+01,7.48136459e+01,6.97284935e+00,1.49805292e+01,3.17881322e+01,1.28773961e+02,4.05100749e+00,6.22831786e-01,1.39144417e+01,7.45987816e+01,5.36124864e+00
2.14734941e-01,9.26363509e-01,1.05459763e+01,7.35315815e+01,6.97247742e+00,1.48218161e+01,3.15231245e+01,1.27129149e+02,4.03288542e+00,6.16233117e-01,1.36756403e+01,7.33174983e+01,5.36117479e+00
2.19743999e-01,9.16571967e-01,1.03638261e+01,7.22575049e+01,6.97208775e+00,1.46651515e+01,3.12647736e+01,1.25501971e+02,4.01416535e+00,6.09719613e-01,1.34383202e+01,7.20441441e+01,5.36109743e+00
2.24869902e-01,9.06914567e-01,1.01829273e+01,7.09921052e+01,6.97167949e+00,1.45106331e+01,3.10133894e+01,1.23893451e+02,3.99483750e+00,6.03295343e-01,1.32026095e+01,7.07794061e+01,5.36101639e+00
2.30115375e-01,8.97397036e-01,1.00033742e+01,6.97360398e+01,6.97125175e+00,1.43583526e+01,3.07692731e+01,1.22304558e+02,3.97489266e+00,5.96964115e-01,1.29686304e+01,6.95239391e+01,5.36093150e+00
2.35483208e-01,8.88024700e-01,9.82525645e+00,6.84899328e+01,6.97080358e+00,1.42083952e+01,3.05327177e+01,1.20736206e+02,3.95432228e+00,5.90729474e-01,1.27364989e+01,6.82783651e+01,5.36084256e+00
2.40976254e-01,8.78802481e-01,9.64865894e+00,6.72543754e+01,6.97033399e+00,1.40608397e+01,3.03040070e+01,1.19189252e+02,3.93311855e+00,5.84594694e-01,1.25063248e+01,6.70432730e+01,5.36074939e+00
2.46597435e-01,8.69734899e-01,9.47366174e+00,6.60299250e+01,6.96984194e+00,1.39157584e+01,3.00834165e+01,1.17664498e+02,3.91127443e+00,5.78562781e-01,1.22782118e+01,6.58192180e+01,5.36065178e+00
2.52349740e-01,8.60826068e-01,9.30034013e+00,6.48171056e+01,6.96932636e+00,1.37732171e+01,2.98712126e+01,1.16162686e+02,3.88878374e+00,5.72636471e-01,1.20522573e+01,6.46067218e+01,5.36054952e+00
2.58236227e-01,8.52079698e-01,9.12876457e+00,6.36164076e+01,6.96878610e+00,1.36332752e+01,2.96676534e+01,1.14684503e+02,3.86564118e+00,5.66818234e-01,1.18285522e+01,6.34062727e+01,5.36044238e+00
2.64260026e-01,8.43499098e-01,8.95900077e+00,6.24282879e+01,6.96821995e+00,1.34959856e+01,2.94729882e+01,1.13230578e+02,3.84184246e+00,5.61110270e-01,1.16071816e+01,6.22183255e+01,5.36033013e+00
2.70424341e-01,8.35087182e-01,8.79110970e+00,6.12531704e+01,6.96762667e+00,1.33613949e+01,2.92874582e+01,1.11801483e+02,3.81738429e+00,5.55514517e-01,1.13882242e+01,6.10433018e+01,5.36021253e+00
2.76732449e-01,8.26846474e-01,8.62514766e+00,6.00914462e+01,6.96700492e+00,1.32295436e+01,2.91112963e+01,1.10397734e+02,3.79226445e+00,5.50032655e-01,1.11717524e+01,5.98815908e+01,5.36008931e+00
2.83187704e-01,8.18779116e-01,8.46116638e+00,5.89434745e+01,6.96635333e+00,1.31004659e+01,2.89447275e+01,1.09019792e+02,3.76648188e+00,5.44666107e-01,1.09578331e+01,5.87335493e+01,5.35996020e+00
2.89793539e-01,8.10886874e-01,8.29921306e+00,5.78095830e+01,6.96567042e+00,1.29741900e+01,2.87879692e+01,1.07668061e+02,3.74003671e+00,5.39416051e-01,1.07465270e+01,5.75995030e+01,5.35982492e+00
2.96553466e-01,8.03171152e-01,8.13933053e+00,5.66900683e+01,6.96495469e+00,1.28507384e+01,2.86412315e+01,1.06342896e+02,3.71293028e+00,5.34283419e-01,1.05378890e+01,5.64797466e+01,5.35968317e+00
