w_rad_s,ratio12_nominal,cond_nominal,sigmax_nominal,sigmin_nominal,ratio12_light_load_0p5A,cond_light_load_0p5A,sigmax_light_load_0p5A,sigmin_light_load_0p5A,ratio12_fc_cruise_r0p85,cond_fc_cruise_r0p85,sigmax_fc_cruise_r0p85,sigmin_fc_cruise_r0p85
3.97582952e+04,5.96200311e-02,4.70770208e+03,5.37512175e-02,1.14177186e-05,9.53920498e-01,8.95969543e+03,7.41532932e-02,8.27631852e-06,3.96602816e-02,3.60211149e+03,4.11685609e-02,1.14290079e-05
4.06857251e+04,5.95408871e-02,4.71402035e+03,5.13984950e-02,1.09033248e-05,9.52654193e-01,8.96046378e+03,7.08630630e-02,7.90841465e-06,3.96076336e-02,3.60696480e+03,3.93666917e-02,1.09140770e-05
4.16347888e+04,5.94652075e-02,4.72007769e+03,4.91459056e-02,1.04120968e-05,9.51443320e-01,8.96121380e+03,6.77167627e-02,7.55665072e-06,3.95572902e-02,3.61161765e+03,3.76415018e-02,1.04223385e-05
4.26059911e+04,5.93928450e-02,4.72588390e+03,4.69894254e-02,9.94299192e-06,9.50285520e-01,8.96194499e+03,6.47082638e-02,7.22033709e-06,3.95091534e-02,3.61607759e+03,3.59899109e-02,9.95274853e-06
4.35998483e+04,5.93236580e-02,4.73144850e+03,4.49251729e-02,9.49501467e-06,9.49178528e-01,8.96265698e+03,6.18316857e-02,6.89881201e-06,3.94631290e-02,3.62035192e+03,3.44089471e-02,9.50431005e-06
4.46168890e+04,5.92575107e-02,4.73678071e+03,4.29494049e-02,9.06721411e-06,9.48120170e-01,8.96334952e+03,5.90813863e-02,6.59144063e-06,3.94191267e-02,3.62444772e+03,3.28957446e-02,9.07607093e-06
4.56576538e+04,5.91942727e-02,4.74188949e+03,4.10585135e-02,8.65868207e-06,9.47108363e-01,8.96402245e+03,5.64519535e-02,6.29761403e-06,3.93770596e-02,3.62837189e+03,3.14475412e-02,8.66712184e-06
4.67226963e+04,5.91338190e-02,4.74678350e+03,3.92490225e-02,8.26855123e-06,9.46141105e-01,8.96467568e+03,5.39381970e-02,6.01674828e-06,3.93368448e-02,3.63213107e+03,3.00616753e-02,8.27659431e-06
4.78125826e+04,5.90760299e-02,4.75147112e+03,3.75175839e-02,7.89599326e-06,9.45216478e-01,8.96530925e+03,5.15351392e-02,5.74828349e-06,3.92984025e-02,3.63573171e+03,2.87355835e-02,7.90365897e-06
4.89278925e+04,5.90207903e-02,4.75596047e+03,3.58609743e-02,7.54021705e-06,9.44332644e-01,8.96592321e+03,4.92380079e-02,5.49168298e-06,3.92616561e-02,3.63918004e+03,2.74667976e-02,7.54752370e-06
5.00692188e+04,5.89679900e-02,4.76025941e+03,3.42760912e-02,7.20046709e-06,9.43487840e-01,8.96651772e+03,4.70422283e-02,5.24643231e-06,3.92265325e-02,3.64248210e+03,2.62529423e-02,7.20743206e-06
5.12371685e+04,5.89175234e-02,4.76437550e+03,3.27599500e-02,6.87602184e-06,9.42680374e-01,8.96709296e+03,4.49434156e-02,5.01203855e-06,3.91929612e-02,3.64564371e+03,2.50917320e-02,6.88266162e-06
5.24323626e+04,5.88692893e-02,4.76831608e+03,3.13096799e-02,6.56619220e-06,9.41908629e-01,8.96764919e+03,4.29373675e-02,4.78802935e-06,3.91608750e-02,3.64867049e+03,2.39809687e-02,6.57252244e-06
5.36554367e+04,5.88231906e-02,4.77208821e+03,2.99225206e-02,6.27032009e-06,9.41171050e-01,8.96818666e+03,4.10200573e-02,4.57395222e-06,3.91302094e-02,3.65156787e+03,2.29185386e-02,6.27635565e-06
5.49070410e+04,5.87791345e-02,4.77569870e+03,2.85958189e-02,5.98777701e-06,9.40466152e-01,8.96870571e+03,3.91876270e-02,4.36937371e-06,3.91009025e-02,3.65434110e+03,2.19024103e-02,5.99353199e-06
5.61878412e+04,5.87370319e-02,4.77915414e+03,2.73270254e-02,5.71796276e-06,9.39792510e-01,8.96920667e+03,3.74363809e-02,4.17387872e-06,3.90728951e-02,3.65699522e+03,2.09306314e-02,5.72345056e-06
5.74985182e+04,5.86967974e-02,4.78246087e+03,2.61136907e-02,5.46030411e-06,9.39148759e-01,8.96968992e+03,3.57627790e-02,3.98706971e-06,3.90461305e-02,3.65953511e+03,2.00013263e-02,5.46553746e-06
5.88397689e+04,5.86583496e-02,4.78562498e+03,2.49534626e-02,5.21425367e-06,9.38533593e-01,8.97015584e+03,3.41634310e-02,3.80856605e-06,3.90205543e-02,3.66196545e+03,1.91126936e-02,5.21924466e-06
6.02123066e+04,5.86216100e-02,4.78865236e+03,2.38440822e-02,4.97928863e-06,9.37945760e-01,8.97060483e+03,3.26350903e-02,3.63800334e-06,3.89961145e-02,3.66429077e+03,1.82630039e-02,4.98404876e-06
6.16168611e+04,5.85865039e-02,4.79154867e+03,2.27833815e-02,4.75490975e-06,9.37384063e-01,8.97103732e+03,3.11746482e-02,3.47503272e-06,3.89727613e-02,3.66651540e+03,1.74505965e-02,4.75944995e-06
6.30541792e+04,5.85529597e-02,4.79431937e+03,2.17692794e-02,4.54064024e-06,9.36847354e-01,8.97145373e+03,2.97791285e-02,3.31932031e-06,3.89504471e-02,3.66864355e+03,1.66738781e-02,4.54497089e-06
6.45250252e+04,5.85209085e-02,4.79696968e+03,2.07997793e-02,4.33602477e-06,9.36334536e-01,8.97185449e+03,2.84456821e-02,3.17054652e-06,3.89291261e-02,3.67067923e+03,1.59313195e-02,4.34015575e-06
6.60301812e+04,5.84902849e-02,4.79950466e+03,1.98729658e-02,4.14062850e-06,9.35844558e-01,8.97224005e+03,2.71715816e-02,3.02840555e-06,3.89087547e-02,3.67262631e+03,1.52214539e-02,4.14456921e-06
6.75704475e+04,5.84610259e-02,4.80192914e+03,1.89870016e-02,3.95403619e-06,9.35376414e-01,8.97261085e+03,2.59542169e-02,2.89260476e-06,3.88892911e-02,3.67448852e+03,1.45428743e-02,3.95779555e-06
6.91466432e+04,5.84330713e-02,4.80424779e+03,1.81401251e-02,3.77585126e-06,9.34929141e-01,8.97296733e+03,2.47910899e-02,2.76286417e-06,3.88706953e-02,3.67626944e+03,1.38942316e-02,3.77943778e-06
7.07596063e+04,5.84063637e-02,4.80646508e+03,1.73306471e-02,3.60569500e-06,9.34501819e-01,8.97330992e+03,2.36798102e-02,2.63891589e-06,3.88529289e-02,3.67797251e+03,1.32742323e-02,3.60911678e-06
7.24101945e+04,5.83808479e-02,4.80858530e+03,1.65569485e-02,3.44320574e-06,9.34093566e-01,8.97363907e+03,2.26180904e-02,2.52050369e-06,3.88359553e-02,3.67960102e+03,1.26816363e-02,3.44647047e-06
7.40992854e+04,5.83564713e-02,4.81061260e+03,1.58174776e-02,3.28803812e-06,9.33703540e-01,8.97395522e+03,2.16037421e-02,2.40738243e-06,3.88197396e-02,3.68115814e+03,1.21152551e-02,3.29115313e-06
7.58277773e+04,5.83331834e-02,4.81255092e+03,1.51107472e-02,3.13986230e-06,9.33330935e-01,8.97425879e+03,2.06346718e-02,2.29931767e-06,3.88042481e-02,3.68264693e+03,1.15739500e-02,3.14283456e-06
7.75965893e+04,5.83109361e-02,4.81440407e+03,1.44353324e-02,2.99836330e-06,9.32974978e-01,8.97455020e+03,1.97088765e-02,2.19608515e-06,3.87894488e-02,3.68407029e+03,1.10566297e-02,3.00119945e-06
7.94066617e+04,5.82896832e-02,4.81617570e+03,1.37898685e-02,2.86324033e-06,9.32634932e-01,8.97482988e+03,1.88244404e-02,2.09747045e-06,3.87753110e-02,3.68543104e+03,1.05622489e-02,2.86594670e-06
8.12589572e+04,5.82693807e-02,4.81786931e+03,1.31730478e-02,2.73420614e-06,9.32310091e-01,8.97509822e+03,1.79795313e-02,2.00326847e-06,3.87618054e-02,3.68673187e+03,1.00898063e-02,2.73678875e-06
8.31544606e+04,5.82499864e-02,4.81948826e+03,1.25836184e-02,2.61098642e-06,9.31999782e-01,8.97535564e+03,1.71723966e-02,1.91328313e-06,3.87489040e-02,3.68797535e+03,9.63834286e-03,2.61345100e-06
8.50941799e+04,5.82314598e-02,4.82103577e+03,1.20203811e-02,2.49331921e-06,9.31703357e-01,8.97560252e+03,1.64013602e-02,1.82732692e-06,3.87365798e-02,3.68916395e+03,9.20694033e-03,2.49567123e-06
8.70791464e+04,5.82137626e-02,4.82251493e+03,1.14821879e-02,2.38095434e-06,9.31420201e-01,8.97583925e+03,1.56648194e-02,1.74522058e-06,3.87248073e-02,3.69030006e+03,8.79471942e-03,2.38319900e-06
8.91104156e+04,5.81968577e-02,4.82392870e+03,1.09679396e-02,2.27365293e-06,9.31149723e-01,8.97606620e+03,1.49612416e-02,1.66679269e-06,3.87135619e-02,3.69138593e+03,8.40083836e-03,2.27579519e-06
9.11890677e+04,5.81807100e-02,4.82527991e+03,1.04765842e-02,2.17118684e-06,9.30891360e-01,8.97628373e+03,1.42891613e-02,1.59187942e-06,3.87028201e-02,3.69242376e+03,8.02449135e-03,2.17323142e-06
9.33162078e+04,5.81652857e-02,4.82657128e+03,1.00071147e-02,2.07333821e-06,9.30644571e-01,8.97649219e+03,1.36471776e-02,1.52032412e-06,3.86925596e-02,3.69341563e+03,7.66490709e-03,2.07528961e-06
9.54929671e+04,5.81505526e-02,4.82780542e+03,9.55856706e-03,1.97989899e-06,9.30408841e-01,8.97669194e+03,1.30339507e-02,1.45197705e-06,3.86827589e-02,3.69436354e+03,7.32134745e-03,1.98176151e-06
9.77205030e+04,5.81364799e-02,4.82898482e+03,9.13001916e-03,1.89067050e-06,9.30183678e-01,8.97688331e+03,1.24482000e-02,1.38669509e-06,3.86733975e-02,3.69526940e+03,6.99310601e-03,1.89244822e-06
1.00000000e+05,5.81230381e-02,4.83011187e+03,8.72058840e-03,1.80546303e-06,9.29968610e-01,8.97706661e+03,1.18887014e-02,1.32434144e-06,3.86644558e-02,3.69613505e+03,6.67950687e-03,1.80715985e-06
