w_rad_s,dec_sigma_So,mimo_sigma_So,dec_S11,mimo_S11,dec_S22,mimo_S22,dec_T_alpha_vref,mimo_T_alpha_vref
4.54270599e+02,1.23672850e+00,1.05943056e+00,1.23407887e+00,1.05942926e+00,9.98026965e-01,1.00368475e+00,4.77838046e-02,5.50812972e-04
4.69183451e+02,1.23156321e+00,1.05587301e+00,1.22921079e+00,1.05587155e+00,9.98025278e-01,1.00345069e+00,4.45787804e-02,5.62385417e-04
4.84585864e+02,1.22596167e+00,1.05247492e+00,1.22387363e+00,1.05247328e+00,9.98044994e-01,1.00322689e+00,4.15353650e-02,5.73663540e-04
5.00493910e+02,1.21995673e+00,1.04923323e+00,1.21810368e+00,1.04923139e+00,9.98082686e-01,1.00301268e+00,3.86507924e-02,5.84502607e-04
5.16924187e+02,1.21358252e+00,1.04614440e+00,1.21193823e+00,1.04614235e+00,9.98135255e-01,1.00280742e+00,3.59217637e-02,5.94765562e-04
5.33893840e+02,1.20687424e+00,1.04320449e+00,1.20541525e+00,1.04320221e+00,9.98199913e-01,1.00261056e+00,3.33445103e-02,6.04325728e-04
5.51420574e+02,1.19986787e+00,1.04040925e+00,1.19857326e+00,1.04040672e+00,9.98274161e-01,1.00242157e+00,3.09148569e-02,6.13070098e-04
5.69522678e+02,1.19259994e+00,1.03775418e+00,1.19145104e+00,1.03775138e+00,9.98355775e-01,1.00224001e+00,2.86282818e-02,6.20903298e-04
5.88219040e+02,1.18510725e+00,1.03523457e+00,1.18408743e+00,1.03523149e+00,9.98442783e-01,1.00206545e+00,2.64799758e-02,6.27752323e-04
6.07529169e+02,1.17742665e+00,1.03284559e+00,1.17652110e+00,1.03284221e+00,9.98533450e-01,1.00189755e+00,2.44648977e-02,6.33572075e-04
6.27473213e+02,1.16959479e+00,1.03058230e+00,1.16879034e+00,1.03057860e+00,9.98626259e-01,1.00173598e+00,2.25778279e-02,6.38351688e-04
6.48071983e+02,1.16164789e+00,1.02843970e+00,1.16093283e+00,1.02843566e+00,9.98719895e-01,1.00158050e+00,2.08134172e-02,6.42121547e-04
6.69346971e+02,1.15362153e+00,1.02641280e+00,1.15298546e+00,1.02640840e+00,9.98813226e-01,1.00143088e+00,1.91662335e-02,6.44960761e-04
6.91320378e+02,1.14555042e+00,1.02449662e+00,1.14498411e+00,1.02449185e+00,9.98905288e-01,1.00128695e+00,1.76308035e-02,6.47004665e-04
7.14015130e+02,1.13746825e+00,1.02268624e+00,1.13696351e+00,1.02268106e+00,9.98995273e-01,1.00114858e+00,1.62016517e-02,6.48451675e-04
7.37454909e+02,1.12940749e+00,1.02097681e+00,1.12895707e+00,1.02097121e+00,9.99082508e-01,1.00101569e+00,1.48733349e-02,6.49568487e-04
7.61664172e+02,1.12139926e+00,1.01936361e+00,1.12099670e+00,1.01935753e+00,9.99166450e-01,1.00088821e+00,1.36404733e-02,6.50692236e-04
7.86668179e+02,1.11347314e+00,1.01784203e+00,1.11311275e+00,1.01783542e+00,9.99246666e-01,1.00076614e+00,1.24977774e-02,6.52227889e-04
8.12493021e+02,1.10565713e+00,1.01640760e+00,1.10533384e+00,1.01640039e+00,9.99322824e-01,1.00064949e+00,1.14400722e-02,6.54638961e-04
8.39165644e+02,1.09797750e+00,1.01505604e+00,1.09768683e+00,1.01504814e+00,9.99394683e-01,1.00053829e+00,1.04623167e-02,6.58429817e-04
8.66713880e+02,1.09045873e+00,1.01378323e+00,1.09019670e+00,1.01377450e+00,9.99462083e-01,1.00043262e+00,9.55962144e-03,6.64118652e-04
8.95166472e+02,1.08312345e+00,1.01258523e+00,1.08288651e+00,1.01257551e+00,9.99524931e-01,1.00033255e+00,8.72726190e-03,6.72201789e-04
9.24553110e+02,1.07599241e+00,1.01145834e+00,1.07577741e+00,1.01144741e+00,9.99583200e-01,1.00023818e+00,7.96068977e-03,6.83112101e-04
9.54904456e+02,1.06908446e+00,1.01039903e+00,1.06888857e+00,1.01038660e+00,9.99636912e-01,1.00014963e+00,7.25554114e-03,6.97176641e-04
9.86252179e+02,1.06241650e+00,1.00940399e+00,1.06223719e+00,1.00938970e+00,9.99686140e-01,1.00006700e+00,6.60764255e-03,7.14579925e-04
1.01862899e+03,1.05600358e+00,1.00847013e+00,1.05583854e+00,1.00845353e+00,9.99730992e-01,9.99990389e-01,6.01301473e-03,7.35339100e-04
1.05206867e+03,1.04985885e+00,1.00759458e+00,1.04970596e+00,1.00757508e+00,9.99771612e-01,9.99919902e-01,5.46787446e-03,7.59295074e-04
1.08660611e+03,1.04399361e+00,1.00677466e+00,1.04385090e+00,1.00675157e+00,9.99808171e-01,9.99855618e-01,4.96863467e-03,7.86120415e-04
1.12227736e+03,1.03841740e+00,1.00600794e+00,1.03828297e+00,1.00598037e+00,9.99840859e-01,9.99797594e-01,4.51190314e-03,8.15341641e-04
1.15911962e+03,1.03313803e+00,1.00529218e+00,1.03300998e+00,1.00525903e+00,9.99869888e-01,9.99745861e-01,4.09447973e-03,8.46371502e-04
1.19717134e+03,1.02816168e+00,1.00462535e+00,1.02803802e+00,1.00458526e+00,9.99895480e-01,9.99700418e-01,3.71335270e-03,8.78546375e-04
1.23647224e+03,1.02349303e+00,1.00400566e+00,1.02337150e+00,1.00395694e+00,9.99917867e-01,9.99661222e-01,3.36569394e-03,9.11164669e-04
1.27706330e+03,1.01913541e+00,1.00343155e+00,1.01901321e+00,1.00337207e+00,9.99937284e-01,9.99628191e-01,3.04885356e-03,9.43523405e-04
1.31898690e+03,1.01509119e+00,1.00290173e+00,1.01496440e+00,1.00282877e+00,9.99953972e-01,9.99601196e-01,2.76035378e-03,9.74951362e-04
1.36228676e+03,1.01136251e+00,1.00241525e+00,1.01122483e+00,1.00232529e+00,9.99968167e-01,9.99580061e-01,2.49788240e-03,1.00483806e-03
1.40700809e+03,1.00795353e+00,1.00197159e+00,1.00779284e+00,1.00185997e+00,9.99980104e-01,9.99564563e-01,2.25928590e-03,1.03265835e-03
1.45319752e+03,1.00487925e+00,1.00157075e+00,1.00466538e+00,1.00143122e+00,9.99990012e-01,9.99554432e-01,2.04256228e-03,1.05799238e-03
1.50090328e+03,1.00222169e+00,1.00121352e+00,1.00183811e+00,1.00103756e+00,9.99998109e-01,9.99549354e-01,1.84585375e-03,1.08054102e-03
1.55017512e+03,1.00055941e+00,1.00090153e+00,9.99305415e-01,1.00067753e+00,1.00000461e+00,9.99548975e-01,1.66743935e-03,1.10013615e-03
1.60106446e+03,1.00019106e+00,1.00063721e+00,9.97060453e-01,1.00034977e+00,1.00000970e+00,9.99552904e-01,1.50572760e-03,1.11674573e-03
1.65362441e+03,1.00010600e+00,1.00042287e+00,9.95095224e-01,1.00005292e+00,1.00001359e+00,9.99560724e-01,1.35924915e-03,1.13047302e-03
1.70790980e+03,1.00007299e+00,1.00025875e+00,9.93400597e-01,9.99785698e-01,1.00001643e+00,9.99571994e-01,1.22664959e-03,1.14154953e-03
1.76397728e+03,1.00005639e+00,1.00014099e+00,9.91966358e-01,9.99546831e-01,1.00001839e+00,9.99586261e-01,1.10668240e-03,1.15032144e-03
1.82188534e+03,1.00004662e+00,1.00006178e+00,9.90781255e-01,9.99335078e-01,1.00001961e+00,9.99603067e-01,9.98202065e-04,1.15722930e-03
1.88169442e+03,1.00004017e+00,1.00001191e+00,9.89833047e-01,9.99149213e-01,1.00002022e+00,9.99621957e-01,9.00157477e-04,1.16278146e-03
1.94346693e+03,1.00003549e+00,9.99983202e-01,9.89108559e-01,9.98988029e-01,1.00002034e+00,9.99642485e-01,8.11585489e-04,1.16752209e-03
2.00726730e+03,1.00003184e+00,9.99969491e-01,9.88593748e-01,9.98850324e-01,1.00002007e+00,9.99664227e-01,7.31604785e-04,1.17199537e-03
2.07316213e+03,1.00002880e+00,9.99966436e-01,9.88273772e-01,9.98734901e-01,1.00001950e+00,9.99686781e-01,6.59410004e-04,1.17670851e-03
2.14122015e+03,1.00002617e+00,9.99971047e-01,9.88133081e-01,9.98640564e-01,1.00001870e+00,9.99709778e-01,5.94266136e-04,1.18209633e-03
2.21151240e+03,1.00002383e+00,9.99981244e-01,9.88155520e-01,9.98566112e-01,1.00001775e+00,9.99732881e-01,5.35503212e-04,1.18849107e-03
2.28411221e+03,1.00002169e+00,9.99995549e-01,9.88324447e-01,9.98510338e-01,1.00001669e+00,9.99755792e-01,4.82511270e-04,1.19610049e-03
2.35909533e+03,1.00001973e+00,1.00001288e+00,9.88622873e-01,9.98472026e-01,1.00001557e+00,9.99778253e-01,4.34735613e-04,1.20499654e-03
2.43654001e+03,1.00001793e+00,1.00003245e+00,9.89033616e-01,9.98449948e-01,1.00001442e+00,9.99800044e-01,3.91672341e-04,1.21511565e-03
2.51652705e+03,1.00001626e+00,1.00005362e+00,9.89539473e-01,9.98442865e-01,1.00001327e+00,9.99820984e-01,3.52864166e-04,1.22627013e-03
2.59913992e+03,1.00001472e+00,1.00007592e+00,9.90123410e-01,9.98449530e-01,1.00001215e+00,9.99840930e-01,3.17896493e-04,1.23816850e-03
2.68446481e+03,1.00001330e+00,1.00009898e+00,9.90768756e-01,9.98468683e-01,1.00001107e+00,9.99859775e-01,2.86393767e-04,1.25044209e-03
2.77259076e+03,1.00001199e+00,1.00012249e+00,9.91459406e-01,9.98499065e-01,1.00001004e+00,9.99877443e-01,2.58016075e-04,1.26267434e-03
2.86360972e+03,1.00001080e+00,1.00014620e+00,9.92180028e-01,9.98539411e-01,1.00000907e+00,9.99893887e-01,2.32455987e-04,1.27443004e-03
2.95761666e+03,1.00000972e+00,1.00016993e+00,9.92916249e-01,9.98588468e-01,1.00000817e+00,9.99909085e-01,2.09435641e-04,1.28528191e-03
3.05470967e+03,1.00000874e+00,1.00019350e+00,9.93654843e-01,9.98644994e-01,1.00000733e+00,9.99923040e-01,1.88704045e-04,1.29483302e-03
3.15499006e+03,1.00000785e+00,1.00021680e+00,9.94383880e-01,9.98707771e-01,1.00000656e+00,9.99935769e-01,1.70034597e-04,1.30273422e-03
3.25856248e+03,1.00000706e+00,1.00023971e+00,9.95092860e-01,9.98775614e-01,1.00000586e+00,9.99947307e-01,1.53222807e-04,1.30869642e-03
3.36553498e+03,1.00000635e+00,1.00026215e+00,9.95772798e-01,9.98847380e-01,1.00000522e+00,9.99957700e-01,1.38084211e-04,1.31249787e-03
3.47601918e+03,1.00000572e+00,1.00028403e+00,9.96416276e-01,9.98921978e-01,1.00000464e+00,9.99967004e-01,1.24452463e-04,1.31398717e-03
3.59013038e+03,1.00000518e+00,1.00030530e+00,9.97017459e-01,9.98998380e-01,1.00000412e+00,9.99975280e-01,1.12177594e-04,1.31308241e-03
3.70798763e+03,1.00000471e+00,1.00032589e+00,9.97572057e-01,9.99075628e-01,1.00000365e+00,9.99982593e-01,1.01124435e-04,1.30976749e-03
3.82971391e+03,1.00000431e+00,1.00034576e+00,9.98077255e-01,9.99152843e-01,1.00000323e+00,9.99989014e-01,9.11711784e-05,1.30408593e-03
3.95543624e+03,1.00000401e+00,1.00036485e+00,9.98531610e-01,9.99229230e-01,1.00000286e+00,9.99994609e-01,8.22080764e-05,1.29613315e-03
4.08528580e+03,1.00000381e+00,1.00038311e+00,9.98934915e-01,9.99304085e-01,1.00000252e+00,9.99999449e-01,7.41362624e-05,1.28604760e-03
4.21939808e+03,1.00000379e+00,1.00040049e+00,9.99288040e-01,9.99376793e-01,1.00000223e+00,1.00000360e+00,6.68666858e-05,1.27400129e-03
4.35791301e+03,1.00000417e+00,1.00041694e+00,9.99592768e-01,9.99446832e-01,1.00000196e+00,1.00000713e+00,6.03191489e-05,1.26019021e-03
4.50097513e+03,1.00000651e+00,1.00043241e+00,9.99851615e-01,9.99513772e-01,1.00000173e+00,1.00001009e+00,5.44214382e-05,1.24482502e-03
4.64873371e+03,1.00007578e+00,1.00044683e+00,1.00006766e+00,9.99577270e-01,1.00000152e+00,1.00001256e+00,4.91085389e-05,1.22812227e-03
4.80134292e+03,1.00024637e+00,1.00046015e+00,1.00024437e+00,9.99637066e-01,1.00000134e+00,1.00001457e+00,4.43219271e-05,1.21029645e-03
4.95896201e+03,1.00038650e+00,1.00047232e+00,1.00038547e+00,9.99692978e-01,1.00000118e+00,1.00001618e+00,4.00089301e-05,1.19155308e-03
5.12175544e+03,1.00049543e+00,1.00048328e+00,1.00049477e+00,9.99744894e-01,1.00000103e+00,1.00001745e+00,3.61221490e-05,1.17208297e-03
5.28989308e+03,1.00057655e+00,1.00049298e+00,1.00057609e+00,9.99792767e-01,1.00000091e+00,1.00001840e+00,3.26189376e-05,1.15205771e-03
5.46355035e+03,1.00063348e+00,1.00050138e+00,1.00063314e+00,9.99836604e-01,1.00000080e+00,1.00001909e+00,2.94609320e-05,1.13162646e-03
5.64290847e+03,1.00066972e+00,1.00050845e+00,1.00066946e+00,9.99876461e-01,1.00000070e+00,1.00001954e+00,2.66136248e-05,1.11091397e-03
5.82815458e+03,1.00068855e+00,1.00051415e+00,1.00068834e+00,9.99912432e-01,1.00000061e+00,1.00001979e+00,2.40459815e-05,1.09001983e-03
6.01948197e+03,1.00069299e+00,1.00051846e+00,1.00069282e+00,9.99944647e-01,1.00000054e+00,1.00001987e+00,2.17300939e-05,1.06901878e-03
6.21709029e+03,1.00068576e+00,1.00052138e+00,1.00068562e+00,9.99973260e-01,1.00000047e+00,1.00001980e+00,1.96408669e-05,1.04796199e-03
6.42118571e+03,1.00066931e+00,1.00052291e+00,1.00066919e+00,9.99998446e-01,1.00000042e+00,1.00001961e+00,1.77557361e-05,1.02687911e-03
6.63198120e+03,1.00064576e+00,1.00052307e+00,1.00064566e+00,1.00002039e+00,1.00000036e+00,1.00001932e+00,1.60544130e-05,1.00578092e-03
6.84969672e+03,1.00061696e+00,1.00052186e+00,1.00061687e+00,1.00003930e+00,1.00000032e+00,1.00001894e+00,1.45186550e-05,9.84662476e-04
7.07455942e+03,1.00058448e+00,1.00051933e+00,1.00058440e+00,1.00005538e+00,1.00000028e+00,1.00001849e+00,1.31320587e-05,9.63506412e-04
7.30680395e+03,1.00054963e+00,1.00051550e+00,1.00054957e+00,1.00006883e+00,1.00000025e+00,1.00001799e+00,1.18798730e-05,9.42286418e-04
7.54667263e+03,1.00051352e+00,1.00051044e+00,1.00051347e+00,1.00007986e+00,1.00000022e+00,1.00001745e+00,1.07488318e-05,9.20970619e-04
7.79441575e+03,1.00047702e+00,1.00050420e+00,1.00047697e+00,1.00008867e+00,1.00000019e+00,1.00001687e+00,9.72700233e-06,8.99524791e-04
8.05029181e+03,1.00044084e+00,1.00049683e+00,1.00044080e+00,1.00009547e+00,1.00000017e+00,1.00001627e+00,8.80365001e-06,8.77915308e-04
8.31456781e+03,1.00040553e+00,1.00048840e+00,1.00040549e+00,1.00010045e+00,1.00000015e+00,1.00001566e+00,7.96911603e-06,8.56111726e-04
8.58751948e+03,1.00037149e+00,1.00047900e+00,1.00037145e+00,1.00010379e+00,1.00000013e+00,1.00001504e+00,7.21470797e-06,8.34088977e-04
8.86943166e+03,1.00033903e+00,1.00046869e+00,1.00033899e+00,1.00010568e+00,1.00000011e+00,1.00001441e+00,6.53260135e-06,8.11829129e-04
9.16059848e+03,1.00030834e+00,1.00045755e+00,1.00030831e+00,1.00010629e+00,1.00000010e+00,1.00001379e+00,5.91575133e-06,7.89322704e-04
9.46132376e+03,1.00027956e+00,1.00044569e+00,1.00027954e+00,1.00010577e+00,1.00000009e+00,1.00001318e+00,5.35781349e-06,7.66569553e-04
9.77192128e+03,1.00025275e+00,1.00043317e+00,1.00025273e+00,1.00010429e+00,1.00000008e+00,1.00001257e+00,4.85307271e-06,7.43579307e-04
1.00927151e+04,1.00022792e+00,1.00042008e+00,1.00022790e+00,1.00010199e+00,1.00000007e+00,1.00001198e+00,4.39637940e-06,7.20371434e-04
1.04240401e+04,1.00020504e+00,1.00040653e+00,1.00020502e+00,1.00009900e+00,1.00000006e+00,1.00001140e+00,3.98309231e-06,6.96974917e-04
1.07662418e+04,1.00018406e+00,1.00039260e+00,1.00018404e+00,1.00009545e+00,1.00000005e+00,1.00001083e+00,3.60902723e-06,6.73427626e-04
1.11196773e+04,1.00016490e+00,1.00037837e+00,1.00016488e+00,1.00009146e+00,1.00000004e+00,1.00001029e+00,3.27041092e-06,6.49775398e-04
1.14847155e+04,1.00014746e+00,1.00036393e+00,1.00014745e+00,1.00008712e+00,1.00000004e+00,1.00000976e+00,2.96383986e-06,6.26070902e-04
1.18617372e+04,1.00013165e+00,1.00034937e+00,1.00013164e+00,1.00008254e+00,1.00000003e+00,1.00000925e+00,2.68624320e-06,6.02372325e-04
1.22511358e+04,1.00011736e+00,1.00033476e+00,1.00011734e+00,1.00007781e+00,1.00000003e+00,1.00000876e+00,2.43484948e-06,5.78741960e-04
1.26533176e+04,1.00010447e+00,1.00032019e+00,1.00010446e+00,1.00007299e+00,1.00000003e+00,1.00000829e+00,2.20715683e-06,5.55244718e-04
1.30687023e+04,1.00009288e+00,1.00030572e+00,1.00009287e+00,1.00006816e+00,1.00000002e+00,1.00000784e+00,2.00090614e-06,5.31946656e-04
1.34977233e+04,1.00008248e+00,1.00029142e+00,1.00008247e+00,1.00006338e+00,1.00000002e+00,1.00000741e+00,1.81405702e-06,5.08913538e-04
1.39408283e+04,1.00007316e+00,1.00027735e+00,1.00007315e+00,1.00005869e+00,1.00000002e+00,1.00000700e+00,1.64476616e-06,4.86209506e-04
1.43984795e+04,1.00006484e+00,1.00026356e+00,1.00006483e+00,1.00005413e+00,1.00000002e+00,1.00000661e+00,1.49136792e-06,4.63895867e-04
1.48711546e+04,1.00005741e+00,1.00025009e+00,1.00005740e+00,1.00004974e+00,1.00000001e+00,1.00000624e+00,1.35235686e-06,4.42030051e-04
1.53593468e+04,1.00005079e+00,1.00023700e+00,1.00005078e+00,1.00004555e+00,1.00000001e+00,1.00000588e+00,1.22637205e-06,4.20664743e-04
1.58635653e+04,1.00004490e+00,1.00022430e+00,1.00004490e+00,1.00004157e+00,1.00000001e+00,1.00000554e+00,1.11218290e-06,3.99847212e-04
1.63843365e+04,1.00003967e+00,1.00021203e+00,1.00003967e+00,1.00003781e+00,1.00000001e+00,1.00000522e+00,1.00867651e-06,3.79618824e-04
1.69222035e+04,1.00003503e+00,1.00020021e+00,1.00003502e+00,1.00003428e+00,1.00000001e+00,1.00000492e+00,9.14846162e-07,3.60014754e-04
1.74777277e+04,1.00003091e+00,1.00018886e+00,1.00003091e+00,1.00003100e+00,1.00000001e+00,1.00000463e+00,8.29781072e-07,3.41063863e-04
1.80514888e+04,1.00002727e+00,1.00017798e+00,1.00002726e+00,1.00002794e+00,1.00000001e+00,1.00000436e+00,7.52657070e-07,3.22788734e-04
1.86440853e+04,1.00002404e+00,1.00016758e+00,1.00002404e+00,1.00002512e+00,1.00000001e+00,1.00000410e+00,6.82728250e-07,3.05205851e-04
1.92561357e+04,1.00002119e+00,1.00015766e+00,1.00002118e+00,1.00002253e+00,1.00000000e+00,1.00000386e+00,6.19319427e-07,2.88325879e-04
1.98882786e+04,1.00001867e+00,1.00014821e+00,1.00001866e+00,1.00002015e+00,1.00000000e+00,1.00000363e+00,5.61819341e-07,2.72154045e-04
2.05411735e+04,1.00001644e+00,1.00013924e+00,1.00001644e+00,1.00001798e+00,1.00000000e+00,1.00000341e+00,5.09674522e-07,2.56690572e-04
2.12155017e+04,1.00001447e+00,1.00013074e+00,1.00001447e+00,1.00001601e+00,1.00000000e+00,1.00000320e+00,4.62383759e-07,2.41931169e-04
2.19119669e+04,1.00001274e+00,1.00012268e+00,1.00001274e+00,1.00001422e+00,1.00000000e+00,1.00000301e+00,4.19493106e-07,2.27867536e-04
2.26312957e+04,1.00001121e+00,1.00011506e+00,1.00001121e+00,1.00001260e+00,1.00000000e+00,1.00000282e+00,3.80591374e-07,2.14487883e-04
2.33742387e+04,1.00000987e+00,1.00010787e+00,1.00000986e+00,1.00001114e+00,1.00000000e+00,1.00000265e+00,3.45306058e-07,2.01777433e-04
2.41415712e+04,1.00000868e+00,1.00010108e+00,1.00000868e+00,1.00000983e+00,1.00000000e+00,1.00000249e+00,3.13299663e-07,1.89718918e-04
2.49340937e+04,1.00000763e+00,1.00009469e+00,1.00000763e+00,1.00000866e+00,1.00000000e+00,1.00000233e+00,2.84266382e-07,1.78293038e-04
2.57526333e+04,1.00000671e+00,1.00008867e+00,1.00000671e+00,1.00000761e+00,1.00000000e+00,1.00000219e+00,2.57929088e-07,1.67478894e-04
2.65980440e+04,1.00000590e+00,1.00008301e+00,1.00000590e+00,1.00000667e+00,1.00000000e+00,1.00000205e+00,2.34036627e-07,1.57254378e-04
2.74712079e+04,1.00000519e+00,1.00007770e+00,1.00000519e+00,1.00000584e+00,1.00000000e+00,1.00000192e+00,2.12361360e-07,1.47596527e-04
2.83730362e+04,1.00000456e+00,1.00007270e+00,1.00000456e+00,1.00000509e+00,1.00000000e+00,1.00000180e+00,1.92696946e-07,1.38481838e-04
2.93044698e+04,1.00000401e+00,1.00006801e+00,1.00000401e+00,1.00000444e+00,1.00000000e+00,1.00000169e+00,1.74856330e-07,1.29886540e-04
3.02664806e+04,1.00000353e+00,1.00006362e+00,1.00000352e+00,1.00000386e+00,1.00000000e+00,1.00000158e+00,1.58669936e-07,1.21786830e-04
3.12600724e+04,1.00000310e+00,1.00005949e+00,1.00000310e+00,1.00000334e+00,1.00000000e+00,1.00000148e+00,1.43984014e-07,1.14159076e-04
3.22862820e+04,1.00000272e+00,1.00005563e+00,1.00000272e+00,1.00000289e+00,1.00000000e+00,1.00000139e+00,1.30659160e-07,1.06979981e-04
3.33461802e+04,1.00000239e+00,1.00005201e+00,1.00000239e+00,1.00000249e+00,1.00000000e+00,1.00000130e+00,1.18568968e-07,1.00226726e-04
3.44408728e+04,1.00000210e+00,1.00004861e+00,1.00000210e+00,1.00000214e+00,1.00000000e+00,1.00000121e+00,1.07598809e-07,9.38770740e-05
3.55715021e+04,1.00000185e+00,1.00004544e+00,1.00000185e+00,1.00000183e+00,1.00000000e+00,1.00000114e+00,9.76447316e-08,8.79094636e-05
3.67392478e+04,1.00000163e+00,1.00004246e+00,1.00000162e+00,1.00000157e+00,1.00000000e+00,1.00000106e+00,8.86124591e-08,8.23030699e-05
3.79453285e+04,1.00000143e+00,1.00003968e+00,1.00000143e+00,1.00000133e+00,1.00000000e+00,1.00000099e+00,8.04164874e-08,7.70378542e-05
3.91910025e+04,1.00000126e+00,1.00003707e+00,1.00000125e+00,1.00000113e+00,1.00000000e+00,1.00000093e+00,7.29792641e-08,7.20945951e-05
4.04775697e+04,1.00000110e+00,1.00003463e+00,1.00000110e+00,1.00000095e+00,1.00000000e+00,1.00000087e+00,6.62304459e-08,6.74549072e-05
4.18063724e+04,1.00000097e+00,1.00003235e+00,1.00000097e+00,1.00000080e+00,1.00000000e+00,1.00000081e+00,6.01062262e-08,6.31012486e-05
4.31787973e+04,1.00000085e+00,1.00003021e+00,1.00000085e+00,1.00000066e+00,1.00000000e+00,1.00000076e+00,5.45487253e-08,5.90169192e-05
4.45962763e+04,1.00000075e+00,1.00002822e+00,1.00000075e+00,1.00000055e+00,1.00000000e+00,1.00000071e+00,4.95054376e-08,5.51860509e-05
4.60602884e+04,1.00000066e+00,1.00002635e+00,1.00000066e+00,1.00000045e+00,1.00000000e+00,1.00000066e+00,4.49287318e-08,5.15935923e-05
4.75723614e+04,1.00000058e+00,1.00002460e+00,1.00000058e+00,1.00000037e+00,1.00000000e+00,1.00000061e+00,4.07753964e-08,4.82252889e-05
4.91340729e+04,1.00000051e+00,1.00002296e+00,1.00000051e+00,1.00000029e+00,1.00000000e+00,1.00000057e+00,3.70062286e-08,4.50676585e-05
5.07470524e+04,1.00000045e+00,1.00002143e+00,1.00000045e+00,1.00000023e+00,1.00000000e+00,1.00000053e+00,3.35856613e-08,4.21079652e-05
5.24129830e+04,1.00000039e+00,1.00002000e+00,1.00000039e+00,1.00000018e+00,1.00000000e+00,1.00000050e+00,3.04814253e-08,3.93341904e-05
5.41336030e+04,1.00000034e+00,1.00001866e+00,1.00000034e+00,1.00000013e+00,1.00000000e+00,1.00000046e+00,2.76642427e-08,3.67350034e-05
5.59107078e+04,1.00000030e+00,1.00001741e+00,1.00000030e+00,1.00000010e+00,1.00000000e+00,1.00000043e+00,2.51075488e-08,3.42997302e-05
5.77461515e+04,1.00000027e+00,1.00001624e+00,1.00000027e+00,1.00000006e+00,1.00000000e+00,1.00000040e+00,2.27872405e-08,3.20183231e-05
5.96418495e+04,1.00000023e+00,1.00001514e+00,1.00000023e+00,1.00000004e+00,1.00000000e+00,1.00000037e+00,2.06814472e-08,2.98813299e-05
6.15997796e+04,1.00000021e+00,1.00001412e+00,1.00000021e+00,1.00000002e+00,1.00000000e+00,1.00000035e+00,1.87703245e-08,2.78798631e-05
6.36219849e+04,1.00000018e+00,1.00001316e+00,1.00000018e+00,9.99999998e-01,1.00000000e+00,1.00000032e+00,1.70358651e-08,2.60055706e-05
6.57105755e+04,1.00000016e+00,1.00001227e+00,1.00000016e+00,9.99999984e-01,1.00000000e+00,1.00000030e+00,1.54617293e-08,2.42506060e-05
6.78677305e+04,1.00000014e+00,1.00001143e+00,1.00000014e+00,9.99999972e-01,1.00000000e+00,1.00000028e+00,1.40330899e-08,2.26076011e-05
7.00957009e+04,1.00000012e+00,1.00001064e+00,1.00000012e+00,9.99999963e-01,1.00000000e+00,1.00000026e+00,1.27364923e-08,2.10696385e-05
7.23968114e+04,1.00000011e+00,1.00000991e+00,1.00000011e+00,9.99999956e-01,1.00000000e+00,1.00000024e+00,1.15597268e-08,1.96302253e-05
7.47734631e+04,1.00000009e+00,1.00000923e+00,1.00000009e+00,9.99999951e-01,1.00000000e+00,1.00000022e+00,1.04917138e-08,1.82832684e-05
7.72281357e+04,1.00000008e+00,1.00000859e+00,1.00000008e+00,9.99999948e-01,1.00000000e+00,1.00000020e+00,9.52239862e-09,1.70230506e-05
7.97633907e+04,1.00000007e+00,1.00000799e+00,1.00000007e+00,9.99999945e-01,1.00000000e+00,1.00000019e+00,8.64265694e-09,1.58442081e-05
8.23818733e+04,1.00000006e+00,1.00000743e+00,1.00000006e+00,9.99999944e-01,1.00000000e+00,1.00000017e+00,7.84420839e-09,1.47417084e-05
8.50863158e+04,1.00000006e+00,1.00000691e+00,1.00000006e+00,9.99999944e-01,1.00000000e+00,1.00000016e+00,7.11953853e-09,1.37108303e-05
8.78795401e+04,1.00000005e+00,1.00000642e+00,1.00000005e+00,9.99999944e-01,1.00000000e+00,1.00000015e+00,6.46182788e-09,1.27471445e-05
9.07644607e+04,1.00000004e+00,1.00000596e+00,1.00000004e+00,9.99999945e-01,1.00000000e+00,1.00000014e+00,5.86488761e-09,1.18464952e-05
9.37440879e+04,1.00000004e+00,1.00000554e+00,1.00000004e+00,9.99999946e-01,1.00000000e+00,1.00000013e+00,5.32310120e-09,1.10049828e-05
9.68215306e+04,1.00000003e+00,1.00000514e+00,1.00000003e+00,9.99999948e-01,1.00000000e+00,1.00000012e+00,4.83137143e-09,1.02189476e-05
1.00000000e+05,1.00000003e+00,1.00000477e+00,1.00000003e+00,9.99999950e-01,1.00000000e+00,1.00000011e+00,4.38507235e-09,9.48495474e-06
