t_s,v_ref,alpha_ref,dec_v,dec_alpha,dec_i,dec_r,dec500_v,dec500_alpha,dec500_i,dec500_r,mimo_v,mimo_alpha,mimo_i,mimo_r
1.5880000e+01,0.0000000e+00,0.0000000e+00,-5.8144710e-08,4.9427267e-10,1.4247384e-08,5.0000000e-01,-5.8144710e-08,4.9427265e-10,1.4247384e-08,5.0000000e-01,8.8553942e-02,-1.1585701e-04,7.8371637e-09,5.0030079e-01
1.5882000e+01,0.0000000e+00,0.0000000e+00,-5.8117640e-08,4.9426881e-10,1.4239564e-08,5.0000000e-01,-5.8117640e-08,4.9426881e-10,1.4239564e-08,5.0000000e-01,8.8532352e-02,-1.1582784e-04,-2.6159748e-07,5.0030072e-01
1.5884000e+01,0.0000000e+00,0.0000000e+00,-5.8090584e-08,4.9426496e-10,1.4231747e-08,5.0000000e-01,-5.8090584e-08,4.9426491e-10,1.4231747e-08,5.0000000e-01,8.8510766e-02,-1.1580051e-04,4.3956416e-09,5.0030064e-01
1.5886000e+01,0.0000000e+00,0.0000000e+00,-5.8063542e-08,4.9426108e-10,1.4223935e-08,5.0000000e-01,-5.8063542e-08,4.9426107e-10,1.4223935e-08,5.0000000e-01,8.8489186e-02,-1.1577138e-04,-2.5789422e-07,5.0030057e-01
1.5888000e+01,0.0000000e+00,0.0000000e+00,-5.8036514e-08,4.9425719e-10,1.4216128e-08,5.0000000e-01,-5.8036514e-08,4.9425721e-10,1.4216128e-08,5.0000000e-01,8.8467611e-02,-1.1574403e-04,1.0335088e-09,5.0030050e-01
1.5890000e+01,0.0000000e+00,0.0000000e+00,-5.8009499e-08,4.9425342e-10,1.4208324e-08,5.0000000e-01,-5.8009499e-08,4.9425334e-10,1.4208324e-08,5.0000000e-01,8.8446041e-02,-1.1571494e-04,-2.5430061e-07,5.0030042e-01
1.5892000e+01,0.0000000e+00,0.0000000e+00,-5.7982498e-08,4.9424950e-10,1.4200525e-08,5.0000000e-01,-5.7982498e-08,4.9424948e-10,1.4200525e-08,5.0000000e-01,8.8424476e-02,-1.1568759e-04,-2.2501573e-09,5.0030035e-01
1.5894000e+01,0.0000000e+00,0.0000000e+00,-5.7955510e-08,4.9424563e-10,1.4192730e-08,5.0000000e-01,-5.7955510e-08,4.9424558e-10,1.4192730e-08,5.0000000e-01,8.8402917e-02,-1.1565853e-04,-2.5081256e-07,5.0030028e-01
1.5896000e+01,0.0000000e+00,0.0000000e+00,-5.7928536e-08,4.9424181e-10,1.4184940e-08,5.0000000e-01,-5.7928536e-08,4.9424173e-10,1.4184940e-08,5.0000000e-01,8.8381363e-02,-1.1563117e-04,-5.4563104e-09,5.0030020e-01
1.5898000e+01,0.0000000e+00,0.0000000e+00,-5.7901576e-08,4.9423792e-10,1.4177154e-08,5.0000000e-01,-5.7901576e-08,4.9423786e-10,1.4177154e-08,5.0000000e-01,8.8359814e-02,-1.1560215e-04,-2.4742619e-07,5.0030013e-01
1.5900000e+01,0.0000000e+00,0.0000000e+00,-5.7874630e-08,4.9423404e-10,1.4169372e-08,5.0000000e-01,-5.7874630e-08,4.9423399e-10,1.4169372e-08,5.0000000e-01,8.8338271e-02,-1.1557478e-04,-8.5859442e-09,5.0030006e-01
1.5902000e+01,0.0000000e+00,0.0000000e+00,-5.7847697e-08,4.9423018e-10,1.4161594e-08,5.0000000e-01,-5.7847697e-08,4.9423013e-10,1.4161594e-08,5.0000000e-01,8.8316733e-02,-1.1554580e-04,-2.4413776e-07,5.0029998e-01
1.5904000e+01,0.0000000e+00,0.0000000e+00,-5.7820777e-08,4.9422634e-10,1.4153821e-08,5.0000000e-01,-5.7820777e-08,4.9422629e-10,1.4153821e-08,5.0000000e-01,8.8295200e-02,-1.1551842e-04,-1.1640087e-08,5.0029991e-01
1.5906000e+01,0.0000000e+00,0.0000000e+00,-5.7793871e-08,4.9422245e-10,1.4146051e-08,5.0000000e-01,-5.7793871e-08,4.9422239e-10,1.4146051e-08,5.0000000e-01,8.8273672e-02,-1.1548947e-04,-2.4094369e-07,5.0029984e-01
1.5908000e+01,0.0000000e+00,0.0000000e+00,-5.7766979e-08,4.9421862e-10,1.4138286e-08,5.0000000e-01,-5.7766979e-08,4.9421856e-10,1.4138286e-08,5.0000000e-01,8.8252150e-02,-1.1546209e-04,-1.4619802e-08,5.0029976e-01
1.5910000e+01,0.0000000e+00,0.0000000e+00,-5.7740100e-08,4.9421476e-10,1.4130526e-08,5.0000000e-01,-5.7740100e-08,4.9421471e-10,1.4130526e-08,5.0000000e-01,8.8230632e-02,-1.1543317e-04,-2.3784058e-07,5.0029969e-01
1.5912000e+01,0.0000000e+00,0.0000000e+00,-5.7713235e-08,4.9421090e-10,1.4122769e-08,5.0000000e-01,-5.7713235e-08,4.9421084e-10,1.4122769e-08,5.0000000e-01,8.8209120e-02,-1.1540578e-04,-1.7526186e-08,5.0029962e-01
1.5914000e+01,0.0000000e+00,0.0000000e+00,-5.7686384e-08,4.9420704e-10,1.4115017e-08,5.0000000e-01,-5.7686384e-08,4.9420700e-10,1.4115017e-08,5.0000000e-01,8.8187614e-02,-1.1537690e-04,-2.3482516e-07,5.0029954e-01
1.5916000e+01,0.0000000e+00,0.0000000e+00,-5.7659546e-08,4.9420312e-10,1.4107269e-08,5.0000000e-01,-5.7659546e-08,4.9420310e-10,1.4107269e-08,5.0000000e-01,8.8166112e-02,-1.1534950e-04,-2.0360365e-08,5.0029947e-01
1.5918000e+01,0.0000000e+00,0.0000000e+00,-5.7632722e-08,4.9419930e-10,1.4099526e-08,5.0000000e-01,-5.7632722e-08,4.9419918e-10,1.4099526e-08,5.0000000e-01,8.8144616e-02,-1.1532066e-04,-2.3189432e-07,5.0029940e-01
1.5920000e+01,0.0000000e+00,0.0000000e+00,-5.7605911e-08,4.9419542e-10,1.4091786e-08,5.0000000e-01,-5.7605911e-08,4.9419536e-10,1.4091786e-08,5.0000000e-01,8.8123125e-02,-1.1529325e-04,-2.3123496e-08,5.0029933e-01
1.5922000e+01,0.0000000e+00,0.0000000e+00,-5.7579114e-08,4.9419154e-10,1.4084051e-08,5.0000000e-01,-5.7579114e-08,4.9419152e-10,1.4084051e-08,5.0000000e-01,8.8101639e-02,-1.1526444e-04,-2.2904508e-07,5.0029925e-01
1.5924000e+01,0.0000000e+00,0.0000000e+00,-5.7552330e-08,4.9418769e-10,1.4076320e-08,5.0000000e-01,-5.7552330e-08,4.9418767e-10,1.4076320e-08,5.0000000e-01,8.8080158e-02,-1.1523703e-04,-2.5816765e-08,5.0029918e-01
1.5926000e+01,0.0000000e+00,0.0000000e+00,-5.7525560e-08,4.9418378e-10,1.4068594e-08,5.0000000e-01,-5.7525560e-08,4.9418376e-10,1.4068594e-08,5.0000000e-01,8.8058683e-02,-1.1520825e-04,-2.2627460e-07,5.0029911e-01
1.5928000e+01,0.0000000e+00,0.0000000e+00,-5.7498803e-08,4.9417996e-10,1.4060871e-08,5.0000000e-01,-5.7498803e-08,4.9417991e-10,1.4060871e-08,5.0000000e-01,8.8037213e-02,-1.1518083e-04,-2.8441380e-08,5.0029903e-01
1.5930000e+01,0.0000000e+00,0.0000000e+00,-5.7472060e-08,4.9417607e-10,1.4053153e-08,5.0000000e-01,-5.7472060e-08,4.9417604e-10,1.4053153e-08,5.0000000e-01,8.8015748e-02,-1.1515208e-04,-2.2358017e-07,5.0029896e-01
1.5932000e+01,0.0000000e+00,0.0000000e+00,-5.7445330e-08,4.9417228e-10,1.4045439e-08,5.0000000e-01,-5.7445330e-08,4.9417216e-10,1.4045439e-08,5.0000000e-01,8.7994289e-02,-1.1512467e-04,-3.0998569e-08,5.0029889e-01
1.5934000e+01,0.0000000e+00,0.0000000e+00,-5.7418614e-08,4.9416843e-10,1.4037730e-08,5.0000000e-01,-5.7418614e-08,4.9416830e-10,1.4037730e-08,5.0000000e-01,8.7972834e-02,-1.1509595e-04,-2.2095921e-07,5.0029882e-01
1.5936000e+01,0.0000000e+00,0.0000000e+00,-5.7391911e-08,4.9416449e-10,1.4030024e-08,5.0000000e-01,-5.7391911e-08,4.9416446e-10,1.4030024e-08,5.0000000e-01,8.7951385e-02,-1.1506853e-04,-3.3489583e-08,5.0029874e-01
1.5938000e+01,0.0000000e+00,0.0000000e+00,-5.7365222e-08,4.9416065e-10,1.4022323e-08,5.0000000e-01,-5.7365222e-08,4.9416056e-10,1.4022323e-08,5.0000000e-01,8.7929941e-02,-1.1503984e-04,-2.1840925e-07,5.0029867e-01
1.5940000e+01,0.0000000e+00,0.0000000e+00,-5.7338546e-08,4.9415676e-10,1.4014626e-08,5.0000000e-01,-5.7338546e-08,4.9415673e-10,1.4014626e-08,5.0000000e-01,8.7908503e-02,-1.1501241e-04,-3.5915687e-08,5.0029860e-01
1.5942000e+01,0.0000000e+00,0.0000000e+00,-5.7311884e-08,4.9415289e-10,1.4006933e-08,5.0000000e-01,-5.7311884e-08,4.9415287e-10,1.4006933e-08,5.0000000e-01,8.7887069e-02,-1.1498376e-04,-2.1592795e-07,5.0029852e-01
1.5944000e+01,0.0000000e+00,0.0000000e+00,-5.7285235e-08,4.9414902e-10,1.3999245e-08,5.0000000e-01,-5.7285235e-08,4.9414901e-10,1.3999245e-08,5.0000000e-01,8.7865641e-02,-1.1495633e-04,-3.8278155e-08,5.0029845e-01
1.5946000e+01,0.0000000e+00,0.0000000e+00,-5.7258600e-08,4.9414517e-10,1.3991560e-08,5.0000000e-01,-5.7258600e-08,4.9414516e-10,1.3991560e-08,5.0000000e-01,8.7844218e-02,-1.1492770e-04,-2.1351305e-07,5.0029838e-01
1.5948000e+01,0.0000000e+00,0.0000000e+00,-5.7231978e-08,4.9414134e-10,1.3983880e-08,5.0000000e-01,-5.7231978e-08,4.9414125e-10,1.3983880e-08,5.0000000e-01,8.7822800e-02,-1.1490027e-04,-4.0578275e-08,5.0029831e-01
1.5950000e+01,0.0000000e+00,0.0000000e+00,-5.7205369e-08,4.9413750e-10,1.3976204e-08,5.0000000e-01,-5.7205369e-08,4.9413741e-10,1.3976204e-08,5.0000000e-01,8.7801388e-02,-1.1487168e-04,-2.1116240e-07,5.0029823e-01
1.5952000e+01,0.0000000e+00,0.0000000e+00,-5.7178774e-08,4.9413364e-10,1.3968533e-08,5.0000000e-01,-5.7178774e-08,4.9413354e-10,1.3968533e-08,5.0000000e-01,8.7779980e-02,-1.1484424e-04,-4.2817343e-08,5.0029816e-01
1.5954000e+01,0.0000000e+00,0.0000000e+00,-5.7152193e-08,4.9412976e-10,1.3960865e-08,5.0000000e-01,-5.7152193e-08,4.9412967e-10,1.3960865e-08,5.0000000e-01,8.7758578e-02,-1.1481567e-04,-2.0887397e-07,5.0029809e-01
1.5956000e+01,0.0000000e+00,0.0000000e+00,-5.7125624e-08,4.9412591e-10,1.3953202e-08,5.0000000e-01,-5.7125624e-08,4.9412581e-10,1.3953202e-08,5.0000000e-01,8.7737181e-02,-1.1478824e-04,-4.4996653e-08,5.0029801e-01
1.5958000e+01,0.0000000e+00,0.0000000e+00,-5.7099070e-08,4.9412199e-10,1.3945543e-08,5.0000000e-01,-5.7099070e-08,4.9412197e-10,1.3945543e-08,5.0000000e-01,8.7715789e-02,-1.1475970e-04,-2.0664580e-07,5.0029794e-01
1.5960000e+01,0.0000000e+00,0.0000000e+00,-5.7072528e-08,4.9411814e-10,1.3937888e-08,5.0000000e-01,-5.7072528e-08,4.9411808e-10,1.3937888e-08,5.0000000e-01,8.7694403e-02,-1.1473226e-04,-4.7117502e-08,5.0029787e-01
1.5962000e+01,0.0000000e+00,0.0000000e+00,-5.7046000e-08,4.9411427e-10,1.3930237e-08,5.0000000e-01,-5.7046000e-08,4.9411425e-10,1.3930237e-08,5.0000000e-01,8.7673022e-02,-1.1470375e-04,-2.0447601e-07,5.0029780e-01
1.5964000e+01,0.0000000e+00,0.0000000e+00,-5.7019486e-08,4.9411038e-10,1.3922591e-08,5.0000000e-01,-5.7019486e-08,4.9411040e-10,1.3922591e-08,5.0000000e-01,8.7651646e-02,-1.1467632e-04,-4.9181187e-08,5.0029772e-01
1.5966000e+01,0.0000000e+00,0.0000000e+00,-5.6992984e-08,4.9410659e-10,1.3914949e-08,5.0000000e-01,-5.6992984e-08,4.9410653e-10,1.3914949e-08,5.0000000e-01,8.7630275e-02,-1.1464784e-04,-2.0236281e-07,5.0029765e-01
1.5968000e+01,0.0000000e+00,0.0000000e+00,-5.6966497e-08,4.9410268e-10,1.3907311e-08,5.0000000e-01,-5.6966497e-08,4.9410261e-10,1.3907311e-08,5.0000000e-01,8.7608909e-02,-1.1462040e-04,-5.1189001e-08,5.0029758e-01
1.5970000e+01,0.0000000e+00,0.0000000e+00,-5.6940022e-08,4.9409884e-10,1.3899677e-08,5.0000000e-01,-5.6940022e-08,4.9409875e-10,1.3899677e-08,5.0000000e-01,8.7587549e-02,-1.1459194e-04,-2.0030450e-07,5.0029751e-01
1.5972000e+01,0.0000000e+00,0.0000000e+00,-5.6913561e-08,4.9409494e-10,1.3892047e-08,5.0000000e-01,-5.6913561e-08,4.9409487e-10,1.3892047e-08,5.0000000e-01,8.7566194e-02,-1.1456451e-04,-5.3142231e-08,5.0029743e-01
1.5974000e+01,0.0000000e+00,0.0000000e+00,-5.6887113e-08,4.9409114e-10,1.3884421e-08,5.0000000e-01,-5.6887113e-08,4.9409105e-10,1.3884421e-08,5.0000000e-01,8.7544844e-02,-1.1453608e-04,-1.9829944e-07,5.0029736e-01
1.5976000e+01,0.0000000e+00,0.0000000e+00,-5.6860679e-08,4.9408727e-10,1.3876800e-08,5.0000000e-01,-5.6860679e-08,4.9408721e-10,1.3876800e-08,5.0000000e-01,8.7523499e-02,-1.1450864e-04,-5.5042154e-08,5.0029729e-01
1.5978000e+01,0.0000000e+00,0.0000000e+00,-5.6834258e-08,4.9408341e-10,1.3869183e-08,5.0000000e-01,-5.6834258e-08,4.9408328e-10,1.3869183e-08,5.0000000e-01,8.7502159e-02,-1.1448024e-04,-1.9634604e-07,5.0029722e-01
1.5980000e+01,0.0000000e+00,0.0000000e+00,-5.6807850e-08,4.9407948e-10,1.3861570e-08,5.0000000e-01,-5.6807850e-08,4.9407941e-10,1.3861570e-08,5.0000000e-01,8.7480825e-02,-1.1445280e-04,-5.6890039e-08,5.0029714e-01
1.5982000e+01,0.0000000e+00,0.0000000e+00,-5.6781456e-08,4.9407565e-10,1.3853961e-08,5.0000000e-01,-5.6781456e-08,4.9407560e-10,1.3853961e-08,5.0000000e-01,8.7459496e-02,-1.1442443e-04,-1.9444281e-07,5.0029707e-01
1.5984000e+01,0.0000000e+00,0.0000000e+00,-5.6755075e-08,4.9407176e-10,1.3846357e-08,5.0000000e-01,-5.6755075e-08,4.9407173e-10,1.3846357e-08,5.0000000e-01,8.7438172e-02,-1.1439699e-04,-5.8687141e-08,5.0029700e-01
1.5986000e+01,0.0000000e+00,0.0000000e+00,-5.6728707e-08,4.9406791e-10,1.3838756e-08,5.0000000e-01,-5.6728707e-08,4.9406785e-10,1.3838756e-08,5.0000000e-01,8.7416853e-02,-1.1436864e-04,-1.9258830e-07,5.0029693e-01
1.5988000e+01,0.0000000e+00,0.0000000e+00,-5.6702353e-08,4.9406404e-10,1.3831160e-08,5.0000000e-01,-5.6702353e-08,4.9406398e-10,1.3831160e-08,5.0000000e-01,8.7395539e-02,-1.1434121e-04,-6.0434703e-08,5.0029685e-01
1.5990000e+01,0.0000000e+00,0.0000000e+00,-5.6676012e-08,4.9406019e-10,1.3823568e-08,5.0000000e-01,-5.6676012e-08,4.9406014e-10,1.3823568e-08,5.0000000e-01,8.7374231e-02,-1.1431289e-04,-1.9078111e-07,5.0029678e-01
1.5992000e+01,0.0000000e+00,0.0000000e+00,-5.6649684e-08,4.9405634e-10,1.3815980e-08,5.0000000e-01,-5.6649684e-08,4.9405624e-10,1.3815980e-08,5.0000000e-01,8.7352928e-02,-1.1428546e-04,-6.2133951e-08,5.0029671e-01
1.5994000e+01,0.0000000e+00,0.0000000e+00,-5.6623369e-08,4.9405246e-10,1.3808396e-08,5.0000000e-01,-5.6623369e-08,4.9405240e-10,1.3808396e-08,5.0000000e-01,8.7331630e-02,-1.1425716e-04,-1.8901992e-07,5.0029664e-01
1.5996000e+01,0.0000000e+00,0.0000000e+00,-5.6597068e-08,4.9404858e-10,1.3800817e-08,5.0000000e-01,-5.6597068e-08,4.9404854e-10,1.3800817e-08,5.0000000e-01,8.7310337e-02,-1.1422973e-04,-6.3786096e-08,5.0029656e-01
1.5998000e+01,0.0000000e+00,0.0000000e+00,-5.6570780e-08,4.9404480e-10,1.3793241e-08,5.0000000e-01,-5.6570780e-08,4.9404467e-10,1.3793241e-08,5.0000000e-01,8.7289049e-02,-1.1420145e-04,-1.8730344e-07,5.0029649e-01
1.6000000e+01,0.0000000e+00,0.0000000e+00,-5.6544505e-08,4.9404088e-10,1.3785670e-08,5.0000000e-01,-5.6544505e-08,4.9404082e-10,1.3785670e-08,5.0000000e-01,8.7267767e-02,-1.1417403e-04,-6.5392330e-08,5.0029642e-01
1.6002000e+01,0.0000000e+00,0.0000000e+00,-5.6518244e-08,4.9403701e-10,1.3778103e-08,5.0000000e-01,-5.6518244e-08,4.9403691e-10,1.3778103e-08,5.0000000e-01,8.7246490e-02,-1.1414578e-04,-1.8563043e-07,5.0029635e-01
1.6004000e+01,0.0000000e+00,0.0000000e+00,-5.6491995e-08,4.9403319e-10,1.3770540e-08,5.0000000e-01,-5.6491995e-08,4.9403306e-10,1.3770540e-08,5.0000000e-01,8.7225218e-02,-1.1411835e-04,-6.6953826e-08,5.0029628e-01
1.6006000e+01,0.0000000e+00,0.0000000e+00,-5.6465760e-08,4.9402930e-10,1.3762981e-08,5.0000000e-01,-5.6465760e-08,4.9402919e-10,1.3762981e-08,5.0000000e-01,8.7203951e-02,-1.1409013e-04,-1.8399969e-07,5.0029620e-01
1.6008000e+01,0.0000000e+00,0.0000000e+00,-5.6439539e-08,4.9402542e-10,1.3755427e-08,5.0000000e-01,-5.6439539e-08,4.9402531e-10,1.3755427e-08,5.0000000e-01,8.7182689e-02,-1.1406271e-04,-6.8471736e-08,5.0029613e-01
1.6010000e+01,0.0000000e+00,0.0000000e+00,-5.6413330e-08,4.9402155e-10,1.3747876e-08,5.0000000e-01,-5.6413330e-08,4.9402145e-10,1.3747876e-08,5.0000000e-01,8.7161433e-02,-1.1403451e-04,-1.8241008e-07,5.0029606e-01
1.6012000e+01,0.0000000e+00,0.0000000e+00,-5.6387135e-08,4.9401771e-10,1.3740330e-08,5.0000000e-01,-5.6387135e-08,4.9401761e-10,1.3740330e-08,5.0000000e-01,8.7140181e-02,-1.1400709e-04,-6.9947195e-08,5.0029599e-01
1.6014000e+01,0.0000000e+00,0.0000000e+00,-5.6360953e-08,4.9401382e-10,1.3732788e-08,5.0000000e-01,-5.6360953e-08,4.9401378e-10,1.3732788e-08,5.0000000e-01,8.7118935e-02,-1.1397891e-04,-1.8086048e-07,5.0029591e-01
1.6016000e+01,0.0000000e+00,0.0000000e+00,-5.6334784e-08,4.9401000e-10,1.3725250e-08,5.0000000e-01,-5.6334784e-08,4.9400991e-10,1.3725250e-08,5.0000000e-01,8.7097694e-02,-1.1395150e-04,-7.1381314e-08,5.0029584e-01
1.6018000e+01,0.0000000e+00,0.0000000e+00,-5.6308628e-08,4.9400612e-10,1.3717716e-08,5.0000000e-01,-5.6308628e-08,4.9400601e-10,1.3717716e-08,5.0000000e-01,8.7076459e-02,-1.1392334e-04,-1.7934982e-07,5.0029577e-01
1.6020000e+01,0.0000000e+00,0.0000000e+00,-5.6282486e-08,4.9400224e-10,1.3710186e-08,5.0000000e-01,-5.6282486e-08,4.9400214e-10,1.3710186e-08,5.0000000e-01,8.7055228e-02,-1.1389593e-04,-7.2775184e-08,5.0029570e-01
1.6022000e+01,0.0000000e+00,0.0000000e+00,-5.6256356e-08,4.9399839e-10,1.3702660e-08,5.0000000e-01,-5.6256356e-08,4.9399829e-10,1.3702660e-08,5.0000000e-01,8.7034003e-02,-1.1386780e-04,-1.7787707e-07,5.0029563e-01
1.6024000e+01,0.0000000e+00,0.0000000e+00,-5.6230240e-08,4.9399455e-10,1.3695139e-08,5.0000000e-01,-5.6230240e-08,4.9399446e-10,1.3695139e-08,5.0000000e-01,8.7012782e-02,-1.1384040e-04,-7.4129871e-08,5.0029555e-01
1.6026000e+01,0.0000000e+00,0.0000000e+00,-5.6204137e-08,4.9399064e-10,1.3687621e-08,5.0000000e-01,-5.6204137e-08,4.9399057e-10,1.3687621e-08,5.0000000e-01,8.6991567e-02,-1.1381229e-04,-1.7644122e-07,5.0029548e-01
1.6028000e+01,0.0000000e+00,0.0000000e+00,-5.6178048e-08,4.9398677e-10,1.3680108e-08,5.0000000e-01,-5.6178048e-08,4.9398667e-10,1.3680108e-08,5.0000000e-01,8.6970357e-02,-1.1378489e-04,-7.5446420e-08,5.0029541e-01
1.6030000e+01,0.0000000e+00,0.0000000e+00,-5.6151971e-08,4.9398296e-10,1.3672599e-08,5.0000000e-01,-5.6151971e-08,4.9398278e-10,1.3672599e-08,5.0000000e-01,8.6949153e-02,-1.1375680e-04,-1.7504130e-07,5.0029534e-01
1.6032000e+01,0.0000000e+00,0.0000000e+00,-5.6125907e-08,4.9397903e-10,1.3665094e-08,5.0000000e-01,-5.6125907e-08,4.9397892e-10,1.3665094e-08,5.0000000e-01,8.6927953e-02,-1.1372940e-04,-7.6725853e-08,5.0029527e-01
1.6034000e+01,0.0000000e+00,0.0000000e+00,-5.6099857e-08,4.9397518e-10,1.3657593e-08,5.0000000e-01,-5.6099857e-08,4.9397508e-10,1.3657593e-08,5.0000000e-01,8.6906759e-02,-1.1370134e-04,-1.7367636e-07,5.0029519e-01
1.6036000e+01,0.0000000e+00,0.0000000e+00,-5.6073820e-08,4.9397135e-10,1.3650096e-08,5.0000000e-01,-5.6073820e-08,4.9397125e-10,1.3650096e-08,5.0000000e-01,8.6885570e-02,-1.1367395e-04,-7.7969171e-08,5.0029512e-01
1.6038000e+01,0.0000000e+00,0.0000000e+00,-5.6047796e-08,4.9396745e-10,1.3642603e-08,5.0000000e-01,-5.6047796e-08,4.9396738e-10,1.3642603e-08,5.0000000e-01,8.6864386e-02,-1.1364591e-04,-1.7234550e-07,5.0029505e-01
1.6040000e+01,0.0000000e+00,0.0000000e+00,-5.6021785e-08,4.9396363e-10,1.3635115e-08,5.0000000e-01,-5.6021785e-08,4.9396356e-10,1.3635115e-08,5.0000000e-01,8.6843207e-02,-1.1361852e-04,-7.9177346e-08,5.0029498e-01
1.6042000e+01,0.0000000e+00,0.0000000e+00,-5.5995787e-08,4.9395979e-10,1.3627630e-08,5.0000000e-01,-5.5995787e-08,4.9395965e-10,1.3627630e-08,5.0000000e-01,8.6822033e-02,-1.1359050e-04,-1.7104783e-07,5.0029491e-01
1.6044000e+01,0.0000000e+00,0.0000000e+00,-5.5969803e-08,4.9395586e-10,1.3620150e-08,5.0000000e-01,-5.5969803e-08,4.9395576e-10,1.3620150e-08,5.0000000e-01,8.6800864e-02,-1.1356312e-04,-8.0351329e-08,5.0029483e-01
1.6046000e+01,0.0000000e+00,0.0000000e+00,-5.5943831e-08,4.9395200e-10,1.3612674e-08,5.0000000e-01,-5.5943831e-08,4.9395192e-10,1.3612674e-08,5.0000000e-01,8.6779701e-02,-1.1353512e-04,-1.6978248e-07,5.0029476e-01
1.6048000e+01,0.0000000e+00,0.0000000e+00,-5.5917872e-08,4.9394817e-10,1.3605202e-08,5.0000000e-01,-5.5917872e-08,4.9394804e-10,1.3605202e-08,5.0000000e-01,8.6758543e-02,-1.1350774e-04,-8.1492052e-08,5.0029469e-01
1.6050000e+01,0.0000000e+00,0.0000000e+00,-5.5891927e-08,4.9394428e-10,1.3597734e-08,5.0000000e-01,-5.5891927e-08,4.9394421e-10,1.3597734e-08,5.0000000e-01,8.6737390e-02,-1.1347977e-04,-1.6854862e-07,5.0029462e-01
1.6052000e+01,0.0000000e+00,0.0000000e+00,-5.5865995e-08,4.9394043e-10,1.3590270e-08,5.0000000e-01,-5.5865995e-08,4.9394036e-10,1.3590270e-08,5.0000000e-01,8.6716242e-02,-1.1345240e-04,-8.2600420e-08,5.0029455e-01
1.6054000e+01,0.0000000e+00,0.0000000e+00,-5.5840076e-08,4.9393656e-10,1.3582810e-08,5.0000000e-01,-5.5840076e-08,4.9393650e-10,1.3582810e-08,5.0000000e-01,8.6695099e-02,-1.1342445e-04,-1.6734544e-07,5.0029448e-01
1.6056000e+01,0.0000000e+00,0.0000000e+00,-5.5814169e-08,4.9393269e-10,1.3575354e-08,5.0000000e-01,-5.5814169e-08,4.9393258e-10,1.3575354e-08,5.0000000e-01,8.6673961e-02,-1.1339708e-04,-8.3677317e-08,5.0029440e-01
1.6058000e+01,0.0000000e+00,0.0000000e+00,-5.5788276e-08,4.9392879e-10,1.3567902e-08,5.0000000e-01,-5.5788276e-08,4.9392872e-10,1.3567902e-08,5.0000000e-01,8.6652829e-02,-1.1336915e-04,-1.6617215e-07,5.0029433e-01
1.6060000e+01,0.0000000e+00,0.0000000e+00,-5.5762396e-08,4.9392497e-10,1.3560455e-08,5.0000000e-01,-5.5762396e-08,4.9392484e-10,1.3560455e-08,5.0000000e-01,8.6631702e-02,-1.1334178e-04,-8.4723601e-08,5.0029426e-01
1.6062000e+01,0.0000000e+00,0.0000000e+00,-5.5736529e-08,4.9392109e-10,1.3553011e-08,5.0000000e-01,-5.5736529e-08,4.9392102e-10,1.3553011e-08,5.0000000e-01,8.6610579e-02,-1.1331387e-04,-1.6502799e-07,5.0029419e-01
1.6064000e+01,0.0000000e+00,0.0000000e+00,-5.5710675e-08,4.9391721e-10,1.3545572e-08,5.0000000e-01,-5.5710675e-08,4.9391718e-10,1.3545572e-08,5.0000000e-01,8.6589462e-02,-1.1328652e-04,-8.5740112e-08,5.0029412e-01
1.6066000e+01,0.0000000e+00,0.0000000e+00,-5.5684834e-08,4.9391336e-10,1.3538137e-08,5.0000000e-01,-5.5684834e-08,4.9391325e-10,1.3538137e-08,5.0000000e-01,8.6568351e-02,-1.1325863e-04,-1.6391220e-07,5.0029404e-01
1.6068000e+01,0.0000000e+00,0.0000000e+00,-5.5659006e-08,4.9390952e-10,1.3530705e-08,5.0000000e-01,-5.5659006e-08,4.9390938e-10,1.3530705e-08,5.0000000e-01,8.6547244e-02,-1.1323128e-04,-8.6727664e-08,5.0029397e-01
1.6070000e+01,0.0000000e+00,0.0000000e+00,-5.5633192e-08,4.9390570e-10,1.3523278e-08,5.0000000e-01,-5.5633192e-08,4.9390556e-10,1.3523278e-08,5.0000000e-01,8.6526142e-02,-1.1320341e-04,-1.6282405e-07,5.0029390e-01
1.6072000e+01,0.0000000e+00,0.0000000e+00,-5.5607390e-08,4.9390180e-10,1.3515855e-08,5.0000000e-01,-5.5607390e-08,4.9390169e-10,1.3515855e-08,5.0000000e-01,8.6505046e-02,-1.1317607e-04,-8.7687055e-08,5.0029383e-01
1.6074000e+01,0.0000000e+00,0.0000000e+00,-5.5581601e-08,4.9389792e-10,1.3508436e-08,5.0000000e-01,-5.5581601e-08,4.9389781e-10,1.3508436e-08,5.0000000e-01,8.6483955e-02,-1.1314822e-04,-1.6176285e-07,5.0029376e-01
1.6076000e+01,0.0000000e+00,0.0000000e+00,-5.5555825e-08,4.9389405e-10,1.3501021e-08,5.0000000e-01,-5.5555825e-08,4.9389394e-10,1.3501021e-08,5.0000000e-01,8.6462869e-02,-1.1312088e-04,-8.8619055e-08,5.0029369e-01
1.6078000e+01,0.0000000e+00,0.0000000e+00,-5.5530062e-08,4.9389020e-10,1.3493610e-08,5.0000000e-01,-5.5530062e-08,4.9389009e-10,1.3493610e-08,5.0000000e-01,8.6441788e-02,-1.1309306e-04,-1.6072789e-07,5.0029361e-01
