t_s,v_ref,alpha_ref,dec_v,dec_alpha,dec_i,dec_r,dec500_v,dec500_alpha,dec500_i,dec500_r,mimo_v,mimo_alpha,mimo_i,mimo_r
2.6270000e+01,-1.5675000e+00,0.0000000e+00,-1.5654088e+00,-5.4299746e-05,-1.0059647e+00,4.8238139e-01,-1.5654088e+00,-5.4367369e-05,-1.0059647e+00,4.8238329e-01,-1.5183623e+00,-4.3259273e-05,-9.7567775e-01,4.8293365e-01
2.6272000e+01,-1.5680000e+00,0.0000000e+00,-1.5659384e+00,-5.2682946e-05,-1.0047097e+00,4.8239367e-01,-1.5659384e+00,-5.2740792e-05,-1.0047097e+00,4.8239552e-01,-1.5188743e+00,-4.3247499e-05,-9.7563972e-01,4.8293169e-01
2.6274000e+01,-1.5685000e+00,0.0000000e+00,-1.5664668e+00,-5.1066326e-05,-1.0034912e+00,4.8240559e-01,-1.5664668e+00,-5.1114792e-05,-1.0034912e+00,4.8240739e-01,-1.5193862e+00,-4.3247348e-05,-9.7560175e-01,4.8292969e-01
2.6276000e+01,-1.5690000e+00,0.0000000e+00,-1.5669939e+00,-4.9451809e-05,-1.0023088e+00,4.8241714e-01,-1.5669939e+00,-4.9491285e-05,-1.0023088e+00,4.8241889e-01,-1.5198979e+00,-4.3234932e-05,-9.7557100e-01,4.8292766e-01
2.6278000e+01,-1.5695000e+00,0.0000000e+00,-1.5675197e+00,-4.7841222e-05,-1.0011624e+00,4.8242832e-01,-1.5675197e+00,-4.7872088e-05,-1.0011624e+00,4.8243002e-01,-1.5204095e+00,-4.3233860e-05,-9.7554066e-01,4.8292559e-01
2.6280000e+01,-1.5700000e+00,0.0000000e+00,-1.5680444e+00,-4.6236292e-05,-1.0000515e+00,4.8243913e-01,-1.5680444e+00,-4.6258917e-05,-1.0000515e+00,4.8244079e-01,-1.5209209e+00,-4.3220879e-05,-9.7551766e-01,4.8292348e-01
2.6282000e+01,-1.5705000e+00,0.0000000e+00,-1.5685678e+00,-4.4638649e-05,-9.9897596e-01,4.8244958e-01,-1.5685678e+00,-4.4653395e-05,-9.9897596e-01,4.8245119e-01,-1.5214322e+00,-4.3218971e-05,-9.7549533e-01,4.8292134e-01
2.6284000e+01,-1.5710000e+00,0.0000000e+00,-1.5690901e+00,-4.3049833e-05,-9.9793530e-01,4.8245967e-01,-1.5690901e+00,-4.3057052e-05,-9.9793530e-01,4.8246123e-01,-1.5219433e+00,-4.3205498e-05,-9.7548040e-01,4.8291915e-01
2.6286000e+01,-1.5715000e+00,0.0000000e+00,-1.5696113e+00,-4.1471293e-05,-9.9692917e-01,4.8246939e-01,-1.5696113e+00,-4.1471329e-05,-9.9692917e-01,4.8247090e-01,-1.5224543e+00,-4.3202831e-05,-9.7546635e-01,4.8291693e-01
2.6288000e+01,-1.5720000e+00,0.0000000e+00,-1.5701314e+00,-3.9904393e-05,-9.9595717e-01,4.8247876e-01,-1.5701314e+00,-3.9897580e-05,-9.9595717e-01,4.8248022e-01,-1.5229651e+00,-4.3188933e-05,-9.7545969e-01,4.8291466e-01
2.6290000e+01,-1.5725000e+00,0.0000000e+00,-1.5706505e+00,-3.8350411e-05,-9.9501887e-01,4.8248777e-01,-1.5706505e+00,-3.8337075e-05,-9.9501887e-01,4.8248918e-01,-1.5234758e+00,-4.3185580e-05,-9.7545405e-01,4.8291235e-01
2.6292000e+01,-1.5730000e+00,0.0000000e+00,-1.5711685e+00,-3.6810547e-05,-9.9411382e-01,4.8249643e-01,-1.5711685e+00,-3.6791004e-05,-9.9411382e-01,4.8249779e-01,-1.5239864e+00,-4.3171319e-05,-9.7545576e-01,4.8291001e-01
2.6294000e+01,-1.5735000e+00,0.0000000e+00,-1.5716855e+00,-3.5285920e-05,-9.9324158e-01,4.8250474e-01,-1.5716855e+00,-3.5260478e-05,-9.9324158e-01,4.8250605e-01,-1.5244968e+00,-4.3167349e-05,-9.7545860e-01,4.8290761e-01
2.6296000e+01,-1.5740000e+00,0.0000000e+00,-1.5722016e+00,-3.3777575e-05,-9.9240166e-01,4.8251270e-01,-1.5722016e+00,-3.3746532e-05,-9.9240166e-01,4.8251397e-01,-1.5250071e+00,-4.3152783e-05,-9.7546868e-01,4.8290518e-01
2.6298000e+01,-1.5745000e+00,0.0000000e+00,-1.5727168e+00,-3.2286482e-05,-9.9159357e-01,4.8252033e-01,-1.5727168e+00,-3.2250130e-05,-9.9159357e-01,4.8252154e-01,-1.5255173e+00,-4.3148257e-05,-9.7547994e-01,4.8290271e-01
2.6300000e+01,-1.5750000e+00,0.0000000e+00,-1.5732310e+00,-3.0813543e-05,-9.9081682e-01,4.8252761e-01,-1.5732310e+00,-3.0772163e-05,-9.9081682e-01,4.8252878e-01,-1.5260273e+00,-4.3133438e-05,-9.7549833e-01,4.8290019e-01
2.6302000e+01,-1.5755000e+00,0.0000000e+00,-1.5737444e+00,-2.9359591e-05,-9.9007088e-01,4.8253456e-01,-1.5737444e+00,-2.9313456e-05,-9.9007088e-01,4.8253568e-01,-1.5265373e+00,-4.3128414e-05,-9.7551792e-01,4.8289763e-01
2.6304000e+01,-1.5760000e+00,0.0000000e+00,-1.5742569e+00,-2.7925394e-05,-9.8935523e-01,4.8254118e-01,-1.5742569e+00,-2.7874769e-05,-9.8935523e-01,4.8254225e-01,-1.5270471e+00,-4.3113392e-05,-9.7554447e-01,4.8289504e-01
2.6306000e+01,-1.5765000e+00,0.0000000e+00,-1.5747687e+00,-2.6511654e-05,-9.8866933e-01,4.8254747e-01,-1.5747687e+00,-2.6456798e-05,-9.8866933e-01,4.8254850e-01,-1.5275569e+00,-4.3107924e-05,-9.7557222e-01,4.8289239e-01
2.6308000e+01,-1.5770000e+00,0.0000000e+00,-1.5752796e+00,-2.5119018e-05,-9.8801265e-01,4.8255344e-01,-1.5752796e+00,-2.5060178e-05,-9.8801265e-01,4.8255442e-01,-1.5280665e+00,-4.3092741e-05,-9.7560675e-01,4.8288972e-01
2.6310000e+01,-1.5775000e+00,0.0000000e+00,-1.5757898e+00,-2.3748070e-05,-9.8738463e-01,4.8255910e-01,-1.5757898e+00,-2.3685487e-05,-9.8738463e-01,4.8256004e-01,-1.5285760e+00,-4.3086877e-05,-9.7564243e-01,4.8288700e-01
2.6312000e+01,-1.5780000e+00,0.0000000e+00,-1.5762992e+00,-2.2399341e-05,-9.8678472e-01,4.8256445e-01,-1.5762992e+00,-2.2333248e-05,-9.8678472e-01,4.8256534e-01,-1.5290854e+00,-4.3071574e-05,-9.7568470e-01,4.8288424e-01
2.6314000e+01,-1.5785000e+00,0.0000000e+00,-1.5768080e+00,-2.1073305e-05,-9.8621236e-01,4.8256949e-01,-1.5768080e+00,-2.1003927e-05,-9.8621236e-01,4.8257033e-01,-1.5295948e+00,-4.3065359e-05,-9.7572806e-01,4.8288144e-01
2.6316000e+01,-1.5790000e+00,0.0000000e+00,-1.5773160e+00,-1.9770388e-05,-9.8566698e-01,4.8257423e-01,-1.5773160e+00,-1.9697943e-05,-9.8566698e-01,4.8257503e-01,-1.5301040e+00,-4.3049971e-05,-9.7577779e-01,4.8287861e-01
2.6318000e+01,-1.5795000e+00,0.0000000e+00,-1.5778235e+00,-1.8490964e-05,-9.8514800e-01,4.8257867e-01,-1.5778235e+00,-1.8415662e-05,-9.8514800e-01,4.8257943e-01,-1.5306132e+00,-4.3043446e-05,-9.7582854e-01,4.8287573e-01
2.6320000e+01,-1.5800000e+00,0.0000000e+00,-1.5783302e+00,-1.7235361e-05,-9.8465487e-01,4.8258283e-01,-1.5783302e+00,-1.7157405e-05,-9.8465487e-01,4.8258354e-01,-1.5311223e+00,-4.3028006e-05,-9.7588544e-01,4.8287283e-01
2.6322000e+01,-1.5805000e+00,0.0000000e+00,-1.5788364e+00,-1.6003861e-05,-9.8418701e-01,4.8258670e-01,-1.5788364e+00,-1.5923447e-05,-9.8418701e-01,4.8258737e-01,-1.5316313e+00,-4.3021207e-05,-9.7594326e-01,4.8286988e-01
2.6324000e+01,-1.5810000e+00,0.0000000e+00,-1.5793420e+00,-1.4796703e-05,-9.8374384e-01,4.8259029e-01,-1.5793420e+00,-1.4714019e-05,-9.8374384e-01,4.8259092e-01,-1.5321402e+00,-4.3005743e-05,-9.7600700e-01,4.8286690e-01
2.6326000e+01,-1.5815000e+00,0.0000000e+00,-1.5798471e+00,-1.3614085e-05,-9.8332478e-01,4.8259361e-01,-1.5798471e+00,-1.3529313e-05,-9.8332478e-01,4.8259420e-01,-1.5326491e+00,-4.2998704e-05,-9.7607155e-01,4.8286389e-01
2.6328000e+01,-1.5820000e+00,0.0000000e+00,-1.5803516e+00,-1.2456165e-05,-9.8292928e-01,4.8259666e-01,-1.5803516e+00,-1.2369478e-05,-9.8292928e-01,4.8259721e-01,-1.5331578e+00,-4.2983242e-05,-9.7614179e-01,4.8286084e-01
2.6330000e+01,-1.5825000e+00,0.0000000e+00,-1.5808555e+00,-1.1323062e-05,-9.8255675e-01,4.8259945e-01,-1.5808555e+00,-1.1234630e-05,-9.8255675e-01,4.8259996e-01,-1.5336666e+00,-4.2975993e-05,-9.7621274e-01,4.8285776e-01
2.6332000e+01,-1.5830000e+00,0.0000000e+00,-1.5813590e+00,-1.0214862e-05,-9.8220662e-01,4.8260198e-01,-1.5813590e+00,-1.0124846e-05,-9.8220662e-01,4.8260245e-01,-1.5341752e+00,-4.2960555e-05,-9.7628913e-01,4.8285465e-01
2.6334000e+01,-1.5835000e+00,0.0000000e+00,-1.5818621e+00,-9.1316149e-06,-9.8187833e-01,4.8260426e-01,-1.5818621e+00,-9.0401700e-06,-9.8187833e-01,4.8260470e-01,-1.5346838e+00,-4.2953123e-05,-9.7636612e-01,4.8285151e-01
2.6336000e+01,-1.5840000e+00,0.0000000e+00,-1.5823647e+00,-8.0733383e-06,-9.8157132e-01,4.8260629e-01,-1.5823647e+00,-7.9806134e-06,-9.8157132e-01,4.8260670e-01,-1.5351924e+00,-4.2937729e-05,-9.7644830e-01,4.8284834e-01
2.6338000e+01,-1.5845000e+00,0.0000000e+00,-1.5828668e+00,-7.0400193e-06,-9.8128501e-01,4.8260809e-01,-1.5828668e+00,-6.9461572e-06,-9.8128501e-01,4.8260846e-01,-1.5357008e+00,-4.2930138e-05,-9.7653097e-01,4.8284514e-01
2.6340000e+01,-1.5850000e+00,0.0000000e+00,-1.5833686e+00,-6.0316157e-06,-9.8101885e-01,4.8260965e-01,-1.5833686e+00,-5.9367533e-06,-9.8101885e-01,4.8260998e-01,-1.5362093e+00,-4.2914806e-05,-9.7661859e-01,4.8284192e-01
2.6342000e+01,-1.5855000e+00,0.0000000e+00,-1.5838699e+00,-5.0480578e-06,-9.8077229e-01,4.8261099e-01,-1.5838699e+00,-4.9523261e-06,-9.8077229e-01,4.8261128e-01,-1.5367177e+00,-4.2907076e-05,-9.7670658e-01,4.8283866e-01
2.6344000e+01,-1.5860000e+00,0.0000000e+00,-1.5843709e+00,-4.0892495e-06,-9.8054478e-01,4.8261210e-01,-1.5843709e+00,-3.9927738e-06,-9.8054478e-01,4.8261236e-01,-1.5372260e+00,-4.2891820e-05,-9.7679929e-01,4.8283538e-01
2.6346000e+01,-1.5865000e+00,0.0000000e+00,-1.5848715e+00,-3.1550700e-06,-9.8033579e-01,4.8261299e-01,-1.5848715e+00,-3.0579701e-06,-9.8033579e-01,4.8261322e-01,-1.5377343e+00,-4.2883972e-05,-9.7689225e-01,4.8283207e-01
2.6348000e+01,-1.5870000e+00,0.0000000e+00,-1.5853718e+00,-2.2453753e-06,-9.8014476e-01,4.8261368e-01,-1.5853718e+00,-2.1477657e-06,-9.8014476e-01,4.8261388e-01,-1.5382425e+00,-4.2868804e-05,-9.7698969e-01,4.8282875e-01
2.6350000e+01,-1.5875000e+00,0.0000000e+00,-1.5858718e+00,-1.3599994e-06,-9.7997117e-01,4.8261416e-01,-1.5858718e+00,-1.2619892e-06,-9.7997117e-01,4.8261432e-01,-1.5387507e+00,-4.2860855e-05,-9.7708727e-01,4.8282539e-01
2.6352000e+01,-1.5880000e+00,0.0000000e+00,-1.5863714e+00,-4.9875568e-07,-9.7981450e-01,4.8261443e-01,-1.5863714e+00,-4.0044908e-07,-9.7981450e-01,4.8261457e-01,-1.5392589e+00,-4.2845786e-05,-9.7718911e-01,4.8282202e-01
2.6354000e+01,-1.5885000e+00,0.0000000e+00,-1.5868708e+00,3.3856171e-07,-9.7967422e-01,4.8261452e-01,-1.5868708e+00,4.3706572e-07,-9.7967422e-01,4.8261462e-01,-1.5397670e+00,-4.2837750e-05,-9.7729097e-01,4.8281862e-01
2.6356000e+01,-1.5890000e+00,0.0000000e+00,-1.5873699e+00,1.1521768e-06,-9.7954983e-01,4.8261441e-01,-1.5873699e+00,1.2507840e-06,-9.7954983e-01,4.8261449e-01,-1.5402751e+00,-4.2822788e-05,-9.7739687e-01,4.8281520e-01
2.6358000e+01,-1.5895000e+00,0.0000000e+00,-1.5878688e+00,1.9423306e-06,-9.7944082e-01,4.8261412e-01,-1.5878688e+00,2.0409514e-06,-9.7944082e-01,4.8261417e-01,-1.5407832e+00,-4.2814678e-05,-9.7750268e-01,4.8281176e-01
2.6360000e+01,-1.5900000e+00,0.0000000e+00,-1.5883674e+00,2.7092796e-06,-9.7934669e-01,4.8261365e-01,-1.5883674e+00,2.8078291e-06,-9.7934669e-01,4.8261367e-01,-1.5412913e+00,-4.2799831e-05,-9.7761232e-01,4.8280830e-01
2.6362000e+01,-1.5905000e+00,0.0000000e+00,-1.5888658e+00,3.4532952e-06,-9.7926696e-01,4.8261301e-01,-1.5888658e+00,3.5516930e-06,-9.7926696e-01,4.8261300e-01,-1.5417993e+00,-4.2791658e-05,-9.7772177e-01,4.8280482e-01
2.6364000e+01,-1.5910000e+00,0.0000000e+00,-1.5893639e+00,4.1746623e-06,-9.7920115e-01,4.8261220e-01,-1.5893639e+00,4.2728320e-06,-9.7920115e-01,4.8261217e-01,-1.5423073e+00,-4.2776931e-05,-9.7783484e-01,4.8280133e-01
2.6366000e+01,-1.5915000e+00,0.0000000e+00,-1.5898619e+00,4.8736781e-06,-9.7914878e-01,4.8261123e-01,-1.5898619e+00,4.9715478e-06,-9.7914878e-01,4.8261117e-01,-1.5428152e+00,-4.2768705e-05,-9.7794762e-01,4.8279781e-01
2.6368000e+01,-1.5920000e+00,0.0000000e+00,-1.5903597e+00,5.5506516e-06,-9.7910938e-01,4.8261009e-01,-1.5903597e+00,5.6481533e-06,-9.7910938e-01,4.8261001e-01,-1.5433232e+00,-4.2754102e-05,-9.7806383e-01,4.8279429e-01
2.6370000e+01,-1.5925000e+00,0.0000000e+00,-1.5908573e+00,6.2059022e-06,-9.7908250e-01,4.8260881e-01,-1.5908573e+00,6.3029719e-06,-9.7908250e-01,4.8260870e-01,-1.5438311e+00,-4.2745831e-05,-9.7817966e-01,4.8279074e-01
2.6372000e+01,-1.5930000e+00,0.0000000e+00,-1.5913548e+00,6.8397589e-06,-9.7906770e-01,4.8260738e-01,-1.5913548e+00,6.9363363e-06,-9.7906770e-01,4.8260725e-01,-1.5443390e+00,-4.2731356e-05,-9.7829872e-01,4.8278718e-01
2.6374000e+01,-1.5935000e+00,0.0000000e+00,-1.5918520e+00,7.4525597e-06,-9.7906453e-01,4.8260580e-01,-1.5918520e+00,7.5485883e-06,-9.7906453e-01,4.8260565e-01,-1.5448468e+00,-4.2723047e-05,-9.7841731e-01,4.8278361e-01
2.6376000e+01,-1.5940000e+00,0.0000000e+00,-1.5923492e+00,8.0446502e-06,-9.7907255e-01,4.8260409e-01,-1.5923492e+00,8.1400769e-06,-9.7907255e-01,4.8260391e-01,-1.5453547e+00,-4.2708701e-05,-9.7853896e-01,4.8278002e-01
2.6378000e+01,-1.5945000e+00,0.0000000e+00,-1.5928462e+00,8.6163832e-06,-9.7909136e-01,4.8260224e-01,-1.5928462e+00,8.7111585e-06,-9.7909136e-01,4.8260204e-01,-1.5458625e+00,-4.2700360e-05,-9.7866006e-01,4.8277642e-01
2.6380000e+01,-1.5950000e+00,0.0000000e+00,-1.5933431e+00,9.1681178e-06,-9.7912053e-01,4.8260027e-01,-1.5933431e+00,9.2621954e-06,-9.7912053e-01,4.8260005e-01,-1.5463704e+00,-4.2686145e-05,-9.7878405e-01,4.8277281e-01
2.6382000e+01,-1.5955000e+00,0.0000000e+00,-1.5938399e+00,9.7002186e-06,-9.7915966e-01,4.8259816e-01,-1.5938399e+00,9.7935555e-06,-9.7915966e-01,4.8259793e-01,-1.5468782e+00,-4.2677777e-05,-9.7890742e-01,4.8276918e-01
2.6384000e+01,-1.5960000e+00,0.0000000e+00,-1.5943366e+00,1.0213055e-05,-9.7920835e-01,4.8259594e-01,-1.5943366e+00,1.0305611e-05,-9.7920835e-01,4.8259569e-01,-1.5473860e+00,-4.2663692e-05,-9.7903350e-01,4.8276555e-01
2.6386000e+01,-1.5965000e+00,0.0000000e+00,-1.5948332e+00,1.0707001e-05,-9.7926622e-01,4.8259361e-01,-1.5948332e+00,1.0798739e-05,-9.7926622e-01,4.8259333e-01,-1.5478938e+00,-4.2655301e-05,-9.7915890e-01,4.8276190e-01
2.6388000e+01,-1.5970000e+00,0.0000000e+00,-1.5953298e+00,1.1182433e-05,-9.7933289e-01,4.8259116e-01,-1.5953298e+00,1.1273320e-05,-9.7933289e-01,4.8259086e-01,-1.5484015e+00,-4.2641346e-05,-9.7928687e-01,4.8275825e-01
2.6390000e+01,-1.5975000e+00,0.0000000e+00,-1.5958262e+00,1.1639731e-05,-9.7940799e-01,4.8258860e-01,-1.5958262e+00,1.1729735e-05,-9.7940799e-01,4.8258829e-01,-1.5489093e+00,-4.2632935e-05,-9.7941409e-01,4.8275458e-01
2.6392000e+01,-1.5980000e+00,0.0000000e+00,-1.5963226e+00,1.2079277e-05,-9.7949115e-01,4.8258594e-01,-1.5963226e+00,1.2168369e-05,-9.7949115e-01,4.8258562e-01,-1.5494171e+00,-4.2619109e-05,-9.7954372e-01,4.8275091e-01
2.6394000e+01,-1.5985000e+00,0.0000000e+00,-1.5968189e+00,1.2501455e-05,-9.7958203e-01,4.8258319e-01,-1.5968189e+00,1.2589610e-05,-9.7958203e-01,4.8258284e-01,-1.5499248e+00,-4.2610680e-05,-9.7967256e-01,4.8274723e-01
2.6396000e+01,-1.5990000e+00,0.0000000e+00,-1.5973152e+00,1.2906651e-05,-9.7968029e-01,4.8258033e-01,-1.5973152e+00,1.2993844e-05,-9.7968029e-01,4.8257997e-01,-1.5504326e+00,-4.2596982e-05,-9.7980368e-01,4.8274354e-01
2.6398000e+01,-1.5995000e+00,0.0000000e+00,-1.5978115e+00,1.3295248e-05,-9.7978558e-01,4.8257739e-01,-1.5978115e+00,1.3381459e-05,-9.7978558e-01,4.8257702e-01,-1.5509403e+00,-4.2588538e-05,-9.7993395e-01,4.8273984e-01
2.6400000e+01,-1.6000000e+00,0.0000000e+00,-1.5983077e+00,1.3667634e-05,-9.7989759e-01,4.8257436e-01,-1.5983077e+00,1.3752843e-05,-9.7989759e-01,4.8257397e-01,-1.5514480e+00,-4.2574964e-05,-9.8006637e-01,4.8273614e-01
2.6402000e+01,-1.6005000e+00,0.0000000e+00,-1.5988038e+00,1.4024193e-05,-9.8001599e-01,4.8257124e-01,-1.5988038e+00,1.4108384e-05,-9.8001599e-01,4.8257084e-01,-1.5519557e+00,-4.2566507e-05,-9.8019790e-01,4.8273243e-01
2.6404000e+01,-1.6010000e+00,0.0000000e+00,-1.5993000e+00,1.4365310e-05,-9.8014048e-01,4.8256805e-01,-1.5993000e+00,1.4448467e-05,-9.8014048e-01,4.8256763e-01,-1.5524635e+00,-4.2553056e-05,-9.8033147e-01,4.8272871e-01
2.6406000e+01,-1.6015000e+00,0.0000000e+00,-1.5997961e+00,1.4691368e-05,-9.8027076e-01,4.8256477e-01,-1.5997961e+00,1.4773479e-05,-9.8027076e-01,4.8256434e-01,-1.5529712e+00,-4.2544585e-05,-9.8046410e-01,4.8272499e-01
2.6408000e+01,-1.6020000e+00,0.0000000e+00,-1.6002922e+00,1.5002749e-05,-9.8040654e-01,4.8256143e-01,-1.6002922e+00,1.5083803e-05,-9.8040654e-01,4.8256099e-01,-1.5534789e+00,-4.2531254e-05,-9.8059866e-01,4.8272126e-01
2.6410000e+01,-1.6025000e+00,0.0000000e+00,-1.6007884e+00,1.5299832e-05,-9.8054753e-01,4.8255801e-01,-1.6007884e+00,1.5379820e-05,-9.8054753e-01,4.8255756e-01,-1.5539866e+00,-4.2522771e-05,-9.8073225e-01,4.8271753e-01
2.6412000e+01,-1.6030000e+00,0.0000000e+00,-1.6012845e+00,1.5582994e-05,-9.8069346e-01,4.8255453e-01,-1.6012845e+00,1.5661909e-05,-9.8069346e-01,4.8255406e-01,-1.5544943e+00,-4.2509556e-05,-9.8086765e-01,4.8271379e-01
2.6414000e+01,-1.6035000e+00,0.0000000e+00,-1.6017806e+00,1.5852611e-05,-9.8084406e-01,4.8255098e-01,-1.6017806e+00,1.5930447e-05,-9.8084406e-01,4.8255051e-01,-1.5550020e+00,-4.2501062e-05,-9.8100207e-01,4.8271005e-01
2.6416000e+01,-1.6040000e+00,0.0000000e+00,-1.6022767e+00,1.6109054e-05,-9.8099908e-01,4.8254737e-01,-1.6022767e+00,1.6185807e-05,-9.8099908e-01,4.8254689e-01,-1.5555097e+00,-4.2487960e-05,-9.8113821e-01,4.8270631e-01
2.6418000e+01,-1.6045000e+00,0.0000000e+00,-1.6027729e+00,1.6352691e-05,-9.8115826e-01,4.8254371e-01,-1.6027729e+00,1.6428358e-05,-9.8115826e-01,4.8254321e-01,-1.5560174e+00,-4.2479454e-05,-9.8127333e-01,4.8270256e-01
2.6420000e+01,-1.6050000e+00,0.0000000e+00,-1.6032690e+00,1.6583886e-05,-9.8132137e-01,4.8253999e-01,-1.6032690e+00,1.6658468e-05,-9.8132137e-01,4.8253948e-01,-1.5565251e+00,-4.2466463e-05,-9.8141008e-01,4.8269880e-01
2.6422000e+01,-1.6055000e+00,0.0000000e+00,-1.6037652e+00,1.6803002e-05,-9.8148816e-01,4.8253622e-01,-1.6037652e+00,1.6876497e-05,-9.8148816e-01,4.8253570e-01,-1.5570328e+00,-4.2457944e-05,-9.8154579e-01,4.8269505e-01
2.6424000e+01,-1.6060000e+00,0.0000000e+00,-1.6042614e+00,1.7010395e-05,-9.8165840e-01,4.8253239e-01,-1.6042614e+00,1.7082805e-05,-9.8165840e-01,4.8253187e-01,-1.5575405e+00,-4.2445059e-05,-9.8168305e-01,4.8269129e-01
2.6426000e+01,-1.6065000e+00,0.0000000e+00,-1.6047577e+00,1.7206417e-05,-9.8183189e-01,4.8252853e-01,-1.6047577e+00,1.7277746e-05,-9.8183189e-01,4.8252799e-01,-1.5580482e+00,-4.2436528e-05,-9.8181927e-01,4.8268753e-01
2.6428000e+01,-1.6070000e+00,0.0000000e+00,-1.6052539e+00,1.7391418e-05,-9.8200841e-01,4.8252461e-01,-1.6052539e+00,1.7461668e-05,-9.8200841e-01,4.8252407e-01,-1.5585559e+00,-4.2423746e-05,-9.8195694e-01,4.8268377e-01
2.6430000e+01,-1.6075000e+00,0.0000000e+00,-1.6057502e+00,1.7565739e-05,-9.8218774e-01,4.8252066e-01,-1.6057502e+00,1.7634917e-05,-9.8218774e-01,4.8252011e-01,-1.5590635e+00,-4.2415202e-05,-9.8209357e-01,4.8268000e-01
2.6432000e+01,-1.6080000e+00,0.0000000e+00,-1.6062466e+00,1.7729721e-05,-9.8236970e-01,4.8251667e-01,-1.6062466e+00,1.7797832e-05,-9.8236970e-01,4.8251611e-01,-1.5595712e+00,-4.2402520e-05,-9.8223158e-01,4.8267623e-01
2.6434000e+01,-1.6085000e+00,0.0000000e+00,-1.6067429e+00,1.7883697e-05,-9.8255410e-01,4.8251264e-01,-1.6067429e+00,1.7950748e-05,-9.8255410e-01,4.8251208e-01,-1.5600789e+00,-4.2393962e-05,-9.8236853e-01,4.8267246e-01
2.6436000e+01,-1.6090000e+00,0.0000000e+00,-1.6072394e+00,1.8027996e-05,-9.8274074e-01,4.8250857e-01,-1.6072394e+00,1.8093994e-05,-9.8274074e-01,4.8250801e-01,-1.5605866e+00,-4.2381375e-05,-9.8250680e-01,4.8266869e-01
2.6438000e+01,-1.6095000e+00,0.0000000e+00,-1.6077358e+00,1.8162941e-05,-9.8292945e-01,4.8250448e-01,-1.6077358e+00,1.8227895e-05,-9.8292945e-01,4.8250390e-01,-1.5610943e+00,-4.2372803e-05,-9.8264401e-01,4.8266492e-01
2.6440000e+01,-1.6100000e+00,0.0000000e+00,-1.6082323e+00,1.8288849e-05,-9.8312006e-01,4.8250035e-01,-1.6082323e+00,1.8352770e-05,-9.8312006e-01,4.8249977e-01,-1.5616020e+00,-4.2360309e-05,-9.8278247e-01,4.8266115e-01
2.6442000e+01,-1.6105000e+00,0.0000000e+00,-1.6087289e+00,1.8406034e-05,-9.8331241e-01,4.8249620e-01,-1.6087289e+00,1.8468931e-05,-9.8331241e-01,4.8249561e-01,-1.5621097e+00,-4.2351722e-05,-9.8291988e-01,4.8265737e-01
2.6444000e+01,-1.6110000e+00,0.0000000e+00,-1.6092255e+00,1.8514803e-05,-9.8350634e-01,4.8249202e-01,-1.6092255e+00,1.8576687e-05,-9.8350634e-01,4.8249143e-01,-1.5626174e+00,-4.2339316e-05,-9.8305848e-01,4.8265360e-01
2.6446000e+01,-1.6115000e+00,0.0000000e+00,-1.6097222e+00,1.8615456e-05,-9.8370170e-01,4.8248781e-01,-1.6097222e+00,1.8676340e-05,-9.8370170e-01,4.8248722e-01,-1.5631251e+00,-4.2330713e-05,-9.8319602e-01,4.8264982e-01
2.6448000e+01,-1.6120000e+00,0.0000000e+00,-1.6102189e+00,1.8708289e-05,-9.8389833e-01,4.8248358e-01,-1.6102189e+00,1.8768184e-05,-9.8389833e-01,4.8248298e-01,-1.5636328e+00,-4.2318393e-05,-9.8333471e-01,4.8264605e-01
2.6450000e+01,-1.6125000e+00,0.0000000e+00,-1.6107157e+00,1.8793593e-05,-9.8409611e-01,4.8247933e-01,-1.6107157e+00,1.8852512e-05,-9.8409611e-01,4.8247873e-01,-1.5641405e+00,-4.2309773e-05,-9.8347234e-01,4.8264227e-01
2.6452000e+01,-1.6130000e+00,0.0000000e+00,-1.6112125e+00,1.8871650e-05,-9.8429490e-01,4.8247507e-01,-1.6112125e+00,1.8929607e-05,-9.8429490e-01,4.8247446e-01,-1.5646482e+00,-4.2297534e-05,-9.8361107e-01,4.8263849e-01
2.6454000e+01,-1.6135000e+00,0.0000000e+00,-1.6117094e+00,1.8942739e-05,-9.8449456e-01,4.8247078e-01,-1.6117094e+00,1.8999747e-05,-9.8449456e-01,4.8247017e-01,-1.5651559e+00,-4.2288898e-05,-9.8374875e-01,4.8263471e-01
2.6456000e+01,-1.6140000e+00,0.0000000e+00,-1.6122063e+00,1.9007132e-05,-9.8469498e-01,4.8246648e-01,-1.6122063e+00,1.9063206e-05,-9.8469498e-01,4.8246587e-01,-1.5656636e+00,-4.2276738e-05,-9.8388748e-01,4.8263094e-01
2.6458000e+01,-1.6145000e+00,0.0000000e+00,-1.6127033e+00,1.9065096e-05,-9.8489604e-01,4.8246216e-01,-1.6127033e+00,1.9120250e-05,-9.8489604e-01,4.8246155e-01,-1.5661713e+00,-4.2268083e-05,-9.8402518e-01,4.8262716e-01
2.6460000e+01,-1.6150000e+00,0.0000000e+00,-1.6132004e+00,1.9116890e-05,-9.8509763e-01,4.8245784e-01,-1.6132004e+00,1.9171139e-05,-9.8509763e-01,4.8245722e-01,-1.5666790e+00,-4.2255998e-05,-9.8416388e-01,4.8262338e-01
