t_s,step_ref,step_alpha_youlah,step_alpha_pi,step_r_cmd,ramp_ref,ramp_alpha
1.7500,nan,nan,nan,nan,0.587000,0.586553
1.7510,nan,nan,nan,nan,0.587050,0.586603
1.7520,nan,nan,nan,nan,0.587100,0.586653
1.7530,nan,nan,nan,nan,0.587150,0.586703
1.7540,nan,nan,nan,nan,0.587200,0.586753
1.7550,nan,nan,nan,nan,0.587250,0.586803
1.7560,nan,nan,nan,nan,0.587300,0.586853
1.7570,nan,nan,nan,nan,0.587350,0.586903
1.7580,nan,nan,nan,nan,0.587400,0.586953
1.7590,nan,nan,nan,nan,0.587450,0.587003
1.7600,nan,nan,nan,nan,0.587500,0.587053
1.7610,nan,nan,nan,nan,0.587550,0.587103
1.7620,nan,nan,nan,nan,0.587600,0.587153
1.7630,nan,nan,nan,nan,0.587650,0.587203
1.7640,nan,nan,nan,nan,0.587700,0.587253
1.7650,nan,nan,nan,nan,0.587750,0.587303
1.7660,nan,nan,nan,nan,0.587800,0.587353
1.7670,nan,nan,nan,nan,0.587850,0.587403
1.7680,nan,nan,nan,nan,0.587900,0.587453
1.7690,nan,nan,nan,nan,0.587950,0.587503
1.7700,nan,nan,nan,nan,0.588000,0.587553
1.7710,nan,nan,nan,nan,0.588050,0.587603
1.7720,nan,nan,nan,nan,0.588100,0.587653
1.7730,nan,nan,nan,nan,0.588150,0.587703
1.7740,nan,nan,nan,nan,0.588200,0.587753
1.7750,nan,nan,nan,nan,0.588250,0.587803
1.7760,nan,nan,nan,nan,0.588300,0.587853
1.7770,nan,nan,nan,nan,0.588350,0.587903
1.7780,nan,nan,nan,nan,0.588400,0.587953
1.7790,nan,nan,nan,nan,0.588450,0.588003
1.7800,nan,nan,nan,nan,0.588500,0.588053
1.7810,nan,nan,nan,nan,0.588550,0.588103
1.7820,nan,nan,nan,nan,0.588600,0.588153
1.7830,nan,nan,nan,nan,0.588650,0.588203
1.7840,nan,nan,nan,nan,0.588700,0.588253
1.7850,nan,nan,nan,nan,0.588750,0.588303
1.7860,nan,nan,nan,nan,0.588800,0.588353
1.7870,nan,nan,nan,nan,0.588850,0.588403
1.7880,nan,nan,nan,nan,0.588900,0.588453
1.7890,nan,nan,nan,nan,0.588950,0.588503
1.7900,nan,nan,nan,nan,0.589000,0.588553
1.7910,nan,nan,nan,nan,0.589050,0.588603
1.7920,nan,nan,nan,nan,0.589100,0.588653
1.7930,nan,nan,nan,nan,0.589150,0.588703
1.7940,nan,nan,nan,nan,0.589200,0.588753
1.7950,nan,nan,nan,nan,0.589250,0.588803
1.7960,nan,nan,nan,nan,0.589300,0.588853
1.7970,nan,nan,nan,nan,0.589350,0.588903
1.7980,nan,nan,nan,nan,0.589400,0.588953
1.7990,nan,nan,nan,nan,0.589450,0.589003
1.8000,nan,nan,nan,nan,0.589500,0.589053
1.8010,nan,nan,nan,nan,0.589550,0.589103
1.8020,nan,nan,nan,nan,0.589600,0.589153
1.8030,nan,nan,nan,nan,0.589650,0.589203
1.8040,nan,nan,nan,nan,0.589700,0.589253
1.8050,nan,nan,nan,nan,0.589750,0.589303
1.8060,nan,nan,nan,nan,0.589800,0.589353
1.8070,nan,nan,nan,nan,0.589850,0.589403
1.8080,nan,nan,nan,nan,0.589900,0.589453
1.8090,nan,nan,nan,nan,0.589950,0.589503
1.8100,nan,nan,nan,nan,0.590000,0.589553
1.8110,nan,nan,nan,nan,0.590050,0.589603
1.8120,nan,nan,nan,nan,0.590100,0.589653
1.8130,nan,nan,nan,nan,0.590150,0.589703
1.8140,nan,nan,nan,nan,0.590200,0.589753
1.8150,nan,nan,nan,nan,0.590250,0.589803
1.8160,nan,nan,nan,nan,0.590300,0.589853
1.8170,nan,nan,nan,nan,0.590350,0.589903
1.8180,nan,nan,nan,nan,0.590400,0.589953
1.8190,nan,nan,nan,nan,0.590450,0.590003
1.8200,nan,nan,nan,nan,0.590500,0.590053
1.8210,nan,nan,nan,nan,0.590550,0.590103
1.8220,nan,nan,nan,nan,0.590600,0.590153
1.8230,nan,nan,nan,nan,0.590650,0.590203
1.8240,nan,nan,nan,nan,0.590700,0.590253
1.8250,nan,nan,nan,nan,0.590750,0.590303
1.8260,nan,nan,nan,nan,0.590800,0.590353
1.8270,nan,nan,nan,nan,0.590850,0.590403
1.8280,nan,nan,nan,nan,0.590900,0.590453
1.8290,nan,nan,nan,nan,0.590950,0.590503
1.8300,nan,nan,nan,nan,0.591000,0.590553
1.8310,nan,nan,nan,nan,0.591050,0.590603
1.8320,nan,nan,nan,nan,0.591100,0.590653
1.8330,nan,nan,nan,nan,0.591150,0.590703
1.8340,nan,nan,nan,nan,0.591200,0.590753
1.8350,nan,nan,nan,nan,0.591250,0.590803
1.8360,nan,nan,nan,nan,0.591300,0.590853
1.8370,nan,nan,nan,nan,0.591350,0.590903
1.8380,nan,nan,nan,nan,0.591400,0.590953
1.8390,nan,nan,nan,nan,0.591450,0.591003
1.8400,nan,nan,nan,nan,0.591500,0.591053
1.8410,nan,nan,nan,nan,0.591550,0.591103
1.8420,nan,nan,nan,nan,0.591600,0.591153
1.8430,nan,nan,nan,nan,0.591650,0.591203
1.8440,nan,nan,nan,nan,0.591700,0.591253
1.8450,nan,nan,nan,nan,0.591750,0.591303
1.8460,nan,nan,nan,nan,0.591800,0.591353
1.8470,nan,nan,nan,nan,0.591850,0.591403
1.8480,nan,nan,nan,nan,0.591900,0.591453
1.8490,nan,nan,nan,nan,0.591950,0.591503
1.8500,nan,nan,nan,nan,0.592000,0.591553
1.8510,nan,nan,nan,nan,0.592050,0.591603
1.8520,nan,nan,nan,nan,0.592100,0.591653
1.8530,nan,nan,nan,nan,0.592150,0.591703
1.8540,nan,nan,nan,nan,0.592200,0.591753
1.8550,nan,nan,nan,nan,0.592250,0.591803
1.8560,nan,nan,nan,nan,0.592300,0.591853
1.8570,nan,nan,nan,nan,0.592350,0.591903
1.8580,nan,nan,nan,nan,0.592400,0.591953
1.8590,nan,nan,nan,nan,0.592450,0.592003
1.8600,nan,nan,nan,nan,0.592500,0.592053
1.8610,nan,nan,nan,nan,0.592550,0.592103
1.8620,nan,nan,nan,nan,0.592600,0.592153
1.8630,nan,nan,nan,nan,0.592650,0.592203
1.8640,nan,nan,nan,nan,0.592700,0.592253
1.8650,nan,nan,nan,nan,0.592750,0.592303
1.8660,nan,nan,nan,nan,0.592800,0.592353
1.8670,nan,nan,nan,nan,0.592850,0.592403
1.8680,nan,nan,nan,nan,0.592900,0.592453
1.8690,nan,nan,nan,nan,0.592950,0.592503
1.8700,nan,nan,nan,nan,0.593000,0.592553
1.8710,nan,nan,nan,nan,0.593050,0.592603
1.8720,nan,nan,nan,nan,0.593100,0.592653
1.8730,nan,nan,nan,nan,0.593150,0.592703
1.8740,nan,nan,nan,nan,0.593200,0.592753
1.8750,nan,nan,nan,nan,0.593250,0.592803
1.8760,nan,nan,nan,nan,0.593300,0.592853
1.8770,nan,nan,nan,nan,0.593350,0.592903
1.8780,nan,nan,nan,nan,0.593400,0.592953
1.8790,nan,nan,nan,nan,0.593450,0.593003
1.8800,nan,nan,nan,nan,0.593500,0.593053
1.8810,nan,nan,nan,nan,0.593550,0.593103
1.8820,nan,nan,nan,nan,0.593600,0.593153
1.8830,nan,nan,nan,nan,0.593650,0.593203
1.8840,nan,nan,nan,nan,0.593700,0.593253
1.8850,nan,nan,nan,nan,0.593750,0.593303
1.8860,nan,nan,nan,nan,0.593800,0.593353
1.8870,nan,nan,nan,nan,0.593850,0.593403
1.8880,nan,nan,nan,nan,0.593900,0.593453
1.8890,nan,nan,nan,nan,0.593950,0.593503
1.8900,nan,nan,nan,nan,0.594000,0.593553
1.8910,nan,nan,nan,nan,0.594050,0.593603
1.8920,nan,nan,nan,nan,0.594100,0.593653
1.8930,nan,nan,nan,nan,0.594150,0.593703
1.8940,nan,nan,nan,nan,0.594200,0.593753
1.8950,nan,nan,nan,nan,0.594250,0.593803
1.8960,nan,nan,nan,nan,0.594300,0.593853
1.8970,nan,nan,nan,nan,0.594350,0.593903
1.8980,nan,nan,nan,nan,0.594400,0.593953
1.8990,nan,nan,nan,nan,0.594450,0.594003
1.9000,nan,nan,nan,nan,0.594500,0.594053
1.9010,nan,nan,nan,nan,0.594550,0.594103
1.9020,nan,nan,nan,nan,0.594600,0.594153
1.9030,nan,nan,nan,nan,0.594650,0.594203
1.9040,nan,nan,nan,nan,0.594700,0.594253
1.9050,nan,nan,nan,nan,0.594750,0.594303
1.9060,nan,nan,nan,nan,0.594800,0.594353
1.9070,nan,nan,nan,nan,0.594850,0.594403
1.9080,nan,nan,nan,nan,0.594900,0.594453
1.9090,nan,nan,nan,nan,0.594950,0.594503
1.9100,nan,nan,nan,nan,0.595000,0.594553
1.9110,nan,nan,nan,nan,0.595050,0.594603
1.9120,nan,nan,nan,nan,0.595100,0.594653
1.9130,nan,nan,nan,nan,0.595150,0.594703
1.9140,nan,nan,nan,nan,0.595200,0.594753
1.9150,nan,nan,nan,nan,0.595250,0.594803
1.9160,nan,nan,nan,nan,0.595300,0.594853
1.9170,nan,nan,nan,nan,0.595350,0.594903
1.9180,nan,nan,nan,nan,0.595400,0.594953
1.9190,nan,nan,nan,nan,0.595450,0.595003
1.9200,nan,nan,nan,nan,0.595500,0.595053
1.9210,nan,nan,nan,nan,0.595550,0.595103
1.9220,nan,nan,nan,nan,0.595600,0.595153
1.9230,nan,nan,nan,nan,0.595650,0.595203
1.9240,nan,nan,nan,nan,0.595700,0.595253
1.9250,nan,nan,nan,nan,0.595750,0.595303
1.9260,nan,nan,nan,nan,0.595800,0.595353
1.9270,nan,nan,nan,nan,0.595850,0.595403
1.9280,nan,nan,nan,nan,0.595900,0.595453
1.9290,nan,nan,nan,nan,0.595950,0.595503
1.9300,nan,nan,nan,nan,0.596000,0.595553
1.9310,nan,nan,nan,nan,0.596050,0.595603
1.9320,nan,nan,nan,nan,0.596100,0.595653
1.9330,nan,nan,nan,nan,0.596150,0.595703
1.9340,nan,nan,nan,nan,0.596200,0.595753
1.9350,nan,nan,nan,nan,0.596250,0.595803
1.9360,nan,nan,nan,nan,0.596300,0.595853
1.9370,nan,nan,nan,nan,0.596350,0.595903
1.9380,nan,nan,nan,nan,0.596400,0.595953
1.9390,nan,nan,nan,nan,0.596450,0.596003
1.9400,nan,nan,nan,nan,0.596500,0.596053
1.9410,nan,nan,nan,nan,0.596550,0.596103
1.9420,nan,nan,nan,nan,0.596600,0.596153
1.9430,nan,nan,nan,nan,0.596650,0.596203
1.9440,nan,nan,nan,nan,0.596700,0.596253
1.9450,nan,nan,nan,nan,0.596750,0.596303
1.9460,nan,nan,nan,nan,0.596800,0.596353
1.9470,nan,nan,nan,nan,0.596850,0.596403
1.9480,nan,nan,nan,nan,0.596900,0.596453
1.9490,nan,nan,nan,nan,0.596950,0.596503
1.9500,nan,nan,nan,nan,0.597000,0.596553
1.9510,nan,nan,nan,nan,0.597050,0.596603
1.9520,nan,nan,nan,nan,0.597100,0.596653
1.9530,nan,nan,nan,nan,0.597150,0.596703
1.9540,nan,nan,nan,nan,0.597200,0.596753
1.9550,nan,nan,nan,nan,0.597250,0.596803
1.9560,nan,nan,nan,nan,0.597300,0.596853
1.9570,nan,nan,nan,nan,0.597350,0.596903
1.9580,nan,nan,nan,nan,0.597400,0.596953
1.9590,nan,nan,nan,nan,0.597450,0.597003
1.9600,nan,nan,nan,nan,0.597500,0.597053
1.9610,nan,nan,nan,nan,0.597550,0.597103
1.9620,nan,nan,nan,nan,0.597600,0.597153
1.9630,nan,nan,nan,nan,0.597650,0.597203
1.9640,nan,nan,nan,nan,0.597700,0.597253
1.9650,nan,nan,nan,nan,0.597750,0.597303
1.9660,nan,nan,nan,nan,0.597800,0.597353
1.9670,nan,nan,nan,nan,0.597850,0.597403
1.9680,nan,nan,nan,nan,0.597900,0.597453
1.9690,nan,nan,nan,nan,0.597950,0.597503
1.9700,nan,nan,nan,nan,0.598000,0.597553
1.9710,nan,nan,nan,nan,0.598050,0.597603
1.9720,nan,nan,nan,nan,0.598100,0.597653
1.9730,nan,nan,nan,nan,0.598150,0.597703
1.9740,nan,nan,nan,nan,0.598200,0.597753
1.9750,nan,nan,nan,nan,0.598250,0.597803
1.9760,nan,nan,nan,nan,0.598300,0.597853
1.9770,nan,nan,nan,nan,0.598350,0.597903
1.9780,nan,nan,nan,nan,0.598400,0.597953
1.9790,nan,nan,nan,nan,0.598450,0.598003
1.9800,nan,nan,nan,nan,0.598500,0.598053
1.9810,nan,nan,nan,nan,0.598550,0.598103
1.9820,nan,nan,nan,nan,0.598600,0.598153
1.9830,nan,nan,nan,nan,0.598650,0.598203
1.9840,nan,nan,nan,nan,0.598700,0.598253
1.9850,nan,nan,nan,nan,0.598750,0.598303
1.9860,nan,nan,nan,nan,0.598800,0.598353
1.9870,nan,nan,nan,nan,0.598850,0.598403
1.9880,nan,nan,nan,nan,0.598900,0.598453
1.9890,nan,nan,nan,nan,0.598950,0.598503
1.9900,nan,nan,nan,nan,0.599000,0.598553
1.9910,nan,nan,nan,nan,0.599050,0.598603
1.9920,nan,nan,nan,nan,0.599100,0.598653
1.9930,nan,nan,nan,nan,0.599150,0.598703
1.9940,nan,nan,nan,nan,0.599200,0.598753
1.9950,nan,nan,nan,nan,0.599250,0.598803
1.9960,nan,nan,nan,nan,0.599300,0.598853
1.9970,nan,nan,nan,nan,0.599350,0.598903
1.9980,nan,nan,nan,nan,0.599400,0.598953
1.9990,nan,nan,nan,nan,0.599450,0.599003
2.0000,nan,nan,nan,nan,0.599500,0.599053
2.0010,nan,nan,nan,nan,0.599550,0.599103
2.0020,nan,nan,nan,nan,0.599600,0.599153
2.0030,nan,nan,nan,nan,0.599650,0.599203
2.0040,nan,nan,nan,nan,0.599700,0.599253
2.0050,nan,nan,nan,nan,0.599750,0.599303
2.0060,nan,nan,nan,nan,0.599800,0.599353
2.0070,nan,nan,nan,nan,0.599850,0.599403
2.0080,nan,nan,nan,nan,0.599900,0.599453
2.0090,nan,nan,nan,nan,0.599950,0.599503
2.0100,nan,nan,nan,nan,0.600000,0.599553
2.0110,nan,nan,nan,nan,0.600050,0.599603
2.0120,nan,nan,nan,nan,0.600100,0.599653
2.0130,nan,nan,nan,nan,0.600150,0.599703
2.0140,nan,nan,nan,nan,0.600200,0.599753
2.0150,nan,nan,nan,nan,0.600250,0.599803
2.0160,nan,nan,nan,nan,0.600300,0.599853
2.0170,nan,nan,nan,nan,0.600350,0.599903
2.0180,nan,nan,nan,nan,0.600400,0.599953
2.0190,nan,nan,nan,nan,0.600450,0.600003
2.0200,nan,nan,nan,nan,0.600500,0.600053
2.0210,nan,nan,nan,nan,0.600550,0.600103
2.0220,nan,nan,nan,nan,0.600600,0.600153
2.0230,nan,nan,nan,nan,0.600650,0.600203
2.0240,nan,nan,nan,nan,0.600700,0.600253
2.0250,nan,nan,nan,nan,0.600750,0.600303
2.0260,nan,nan,nan,nan,0.600800,0.600353
2.0270,nan,nan,nan,nan,0.600850,0.600403
2.0280,nan,nan,nan,nan,0.600900,0.600453
2.0290,nan,nan,nan,nan,0.600950,0.600503
2.0300,nan,nan,nan,nan,0.601000,0.600553
2.0310,nan,nan,nan,nan,0.601050,0.600603
2.0320,nan,nan,nan,nan,0.601100,0.600653
2.0330,nan,nan,nan,nan,0.601150,0.600703
2.0340,nan,nan,nan,nan,0.601200,0.600753
2.0350,nan,nan,nan,nan,0.601250,0.600803
2.0360,nan,nan,nan,nan,0.601300,0.600853
2.0370,nan,nan,nan,nan,0.601350,0.600903
2.0380,nan,nan,nan,nan,0.601400,0.600953
2.0390,nan,nan,nan,nan,0.601450,0.601003
2.0400,nan,nan,nan,nan,0.601500,0.601053
2.0410,nan,nan,nan,nan,0.601550,0.601103
2.0420,nan,nan,nan,nan,0.601600,0.601153
2.0430,nan,nan,nan,nan,0.601650,0.601203
2.0440,nan,nan,nan,nan,0.601700,0.601253
2.0450,nan,nan,nan,nan,0.601750,0.601303
2.0460,nan,nan,nan,nan,0.601800,0.601353
2.0470,nan,nan,nan,nan,0.601850,0.601403
2.0480,nan,nan,nan,nan,0.601900,0.601453
2.0490,nan,nan,nan,nan,0.601950,0.601503
2.0500,nan,nan,nan,nan,0.602000,0.601553
2.0510,nan,nan,nan,nan,0.602050,0.601603
2.0520,nan,nan,nan,nan,0.602100,0.601653
2.0530,nan,nan,nan,nan,0.602150,0.601703
2.0540,nan,nan,nan,nan,0.602200,0.601753
2.0550,nan,nan,nan,nan,0.602250,0.601803
2.0560,nan,nan,nan,nan,0.602300,0.601853
2.0570,nan,nan,nan,nan,0.602350,0.601903
2.0580,nan,nan,nan,nan,0.602400,0.601953
2.0590,nan,nan,nan,nan,0.602450,0.602003
2.0600,nan,nan,nan,nan,0.602500,0.602053
2.0610,nan,nan,nan,nan,0.602550,0.602103
2.0620,nan,nan,nan,nan,0.602600,0.602153
2.0630,nan,nan,nan,nan,0.602650,0.602203
2.0640,nan,nan,nan,nan,0.602700,0.602253
2.0650,nan,nan,nan,nan,0.602750,0.602303
2.0660,nan,nan,nan,nan,0.602800,0.602353
2.0670,nan,nan,nan,nan,0.602850,0.602403
2.0680,nan,nan,nan,nan,0.602900,0.602453
2.0690,nan,nan,nan,nan,0.602950,0.602503
2.0700,nan,nan,nan,nan,0.603000,0.602553
2.0710,nan,nan,nan,nan,0.603050,0.602603
2.0720,nan,nan,nan,nan,0.603100,0.602653
2.0730,nan,nan,nan,nan,0.603150,0.602703
2.0740,nan,nan,nan,nan,0.603200,0.602753
2.0750,nan,nan,nan,nan,0.603250,0.602803
2.0760,nan,nan,nan,nan,0.603300,0.602853
2.0770,nan,nan,nan,nan,0.603350,0.602903
2.0780,nan,nan,nan,nan,0.603400,0.602953
2.0790,nan,nan,nan,nan,0.603450,0.603003
2.0800,nan,nan,nan,nan,0.603500,0.603053
2.0810,nan,nan,nan,nan,0.603550,0.603103
2.0820,nan,nan,nan,nan,0.603600,0.603153
2.0830,nan,nan,nan,nan,0.603650,0.603203
2.0840,nan,nan,nan,nan,0.603700,0.603253
2.0850,nan,nan,nan,nan,0.603750,0.603303
2.0860,nan,nan,nan,nan,0.603800,0.603353
2.0870,nan,nan,nan,nan,0.603850,0.603403
2.0880,nan,nan,nan,nan,0.603900,0.603453
2.0890,nan,nan,nan,nan,0.603950,0.603503
2.0900,nan,nan,nan,nan,0.604000,0.603553
2.0910,nan,nan,nan,nan,0.604050,0.603603
2.0920,nan,nan,nan,nan,0.604100,0.603653
2.0930,nan,nan,nan,nan,0.604150,0.603703
2.0940,nan,nan,nan,nan,0.604200,0.603753
2.0950,nan,nan,nan,nan,0.604250,0.603803
2.0960,nan,nan,nan,nan,0.604300,0.603853
2.0970,nan,nan,nan,nan,0.604350,0.603903
2.0980,nan,nan,nan,nan,0.604400,0.603953
2.0990,nan,nan,nan,nan,0.604450,0.604003
2.1000,nan,nan,nan,nan,0.604500,0.604053
2.1010,nan,nan,nan,nan,0.604550,0.604103
2.1020,nan,nan,nan,nan,0.604600,0.604153
2.1030,nan,nan,nan,nan,0.604650,0.604203
2.1040,nan,nan,nan,nan,0.604700,0.604253
2.1050,nan,nan,nan,nan,0.604750,0.604303
2.1060,nan,nan,nan,nan,0.604800,0.604353
2.1070,nan,nan,nan,nan,0.604850,0.604403
2.1080,nan,nan,nan,nan,0.604900,0.604453
2.1090,nan,nan,nan,nan,0.604950,0.604503
2.1100,nan,nan,nan,nan,0.605000,0.604553
2.1110,nan,nan,nan,nan,0.605050,0.604603
2.1120,nan,nan,nan,nan,0.605100,0.604653
2.1130,nan,nan,nan,nan,0.605150,0.604703
2.1140,nan,nan,nan,nan,0.605200,0.604753
2.1150,nan,nan,nan,nan,0.605250,0.604803
2.1160,nan,nan,nan,nan,0.605300,0.604853
2.1170,nan,nan,nan,nan,0.605350,0.604903
2.1180,nan,nan,nan,nan,0.605400,0.604953
2.1190,nan,nan,nan,nan,0.605450,0.605003
2.1200,nan,nan,nan,nan,0.605500,0.605053
2.1210,nan,nan,nan,nan,0.605550,0.605103
2.1220,nan,nan,nan,nan,0.605600,0.605153
2.1230,nan,nan,nan,nan,0.605650,0.605203
2.1240,nan,nan,nan,nan,0.605700,0.605253
2.1250,nan,nan,nan,nan,0.605750,0.605303
2.1260,nan,nan,nan,nan,0.605800,0.605353
2.1270,nan,nan,nan,nan,0.605850,0.605403
2.1280,nan,nan,nan,nan,0.605900,0.605453
2.1290,nan,nan,nan,nan,0.605950,0.605503
2.1300,nan,nan,nan,nan,0.606000,0.605553
2.1310,nan,nan,nan,nan,0.606050,0.605603
2.1320,nan,nan,nan,nan,0.606100,0.605653
2.1330,nan,nan,nan,nan,0.606150,0.605703
2.1340,nan,nan,nan,nan,0.606200,0.605753
2.1350,nan,nan,nan,nan,0.606250,0.605803
2.1360,nan,nan,nan,nan,0.606300,0.605853
2.1370,nan,nan,nan,nan,0.606350,0.605903
2.1380,nan,nan,nan,nan,0.606400,0.605953
2.1390,nan,nan,nan,nan,0.606450,0.606003
2.1400,nan,nan,nan,nan,0.606500,0.606053
2.1410,nan,nan,nan,nan,0.606550,0.606103
2.1420,nan,nan,nan,nan,0.606600,0.606153
2.1430,nan,nan,nan,nan,0.606650,0.606203
2.1440,nan,nan,nan,nan,0.606700,0.606253
2.1450,nan,nan,nan,nan,0.606750,0.606303
2.1460,nan,nan,nan,nan,0.606800,0.606353
2.1470,nan,nan,nan,nan,0.606850,0.606403
2.1480,nan,nan,nan,nan,0.606900,0.606453
2.1490,nan,nan,nan,nan,0.606950,0.606503
2.1500,nan,nan,nan,nan,0.607000,0.606553
2.1510,nan,nan,nan,nan,0.607050,0.606603
2.1520,nan,nan,nan,nan,0.607100,0.606653
2.1530,nan,nan,nan,nan,0.607150,0.606703
2.1540,nan,nan,nan,nan,0.607200,0.606753
2.1550,nan,nan,nan,nan,0.607250,0.606803
2.1560,nan,nan,nan,nan,0.607300,0.606853
2.1570,nan,nan,nan,nan,0.607350,0.606903
2.1580,nan,nan,nan,nan,0.607400,0.606953
2.1590,nan,nan,nan,nan,0.607450,0.607003
2.1600,nan,nan,nan,nan,0.607500,0.607053
2.1610,nan,nan,nan,nan,0.607550,0.607103
2.1620,nan,nan,nan,nan,0.607600,0.607153
2.1630,nan,nan,nan,nan,0.607650,0.607203
2.1640,nan,nan,nan,nan,0.607700,0.607253
2.1650,nan,nan,nan,nan,0.607750,0.607303
2.1660,nan,nan,nan,nan,0.607800,0.607353
2.1670,nan,nan,nan,nan,0.607850,0.607403
2.1680,nan,nan,nan,nan,0.607900,0.607453
2.1690,nan,nan,nan,nan,0.607950,0.607503
2.1700,nan,nan,nan,nan,0.608000,0.607553
2.1710,nan,nan,nan,nan,0.608050,0.607603
2.1720,nan,nan,nan,nan,0.608100,0.607653
2.1730,nan,nan,nan,nan,0.608150,0.607703
2.1740,nan,nan,nan,nan,0.608200,0.607753
2.1750,nan,nan,nan,nan,0.608250,0.607803
2.1760,nan,nan,nan,nan,0.608300,0.607853
2.1770,nan,nan,nan,nan,0.608350,0.607903
2.1780,nan,nan,nan,nan,0.608400,0.607953
2.1790,nan,nan,nan,nan,0.608450,0.608003
2.1800,nan,nan,nan,nan,0.608500,0.608053
2.1810,nan,nan,nan,nan,0.608550,0.608103
2.1820,nan,nan,nan,nan,0.608600,0.608153
2.1830,nan,nan,nan,nan,0.608650,0.608203
2.1840,nan,nan,nan,nan,0.608700,0.608253
2.1850,nan,nan,nan,nan,0.608750,0.608303
2.1860,nan,nan,nan,nan,0.608800,0.608353
2.1870,nan,nan,nan,nan,0.608850,0.608403
2.1880,nan,nan,nan,nan,0.608900,0.608453
2.1890,nan,nan,nan,nan,0.608950,0.608503
2.1900,nan,nan,nan,nan,0.609000,0.608553
2.1910,nan,nan,nan,nan,0.609050,0.608603
2.1920,nan,nan,nan,nan,0.609100,0.608653
2.1930,nan,nan,nan,nan,0.609150,0.608703
2.1940,nan,nan,nan,nan,0.609200,0.608753
2.1950,nan,nan,nan,nan,0.609250,0.608803
2.1960,nan,nan,nan,nan,0.609300,0.608853
2.1970,nan,nan,nan,nan,0.609350,0.608903
2.1980,nan,nan,nan,nan,0.609400,0.608953
2.1990,nan,nan,nan,nan,0.609450,0.609003
2.2000,nan,nan,nan,nan,0.609500,0.609053
2.2010,nan,nan,nan,nan,0.609550,0.609103
2.2020,nan,nan,nan,nan,0.609600,0.609153
2.2030,nan,nan,nan,nan,0.609650,0.609203
2.2040,nan,nan,nan,nan,0.609700,0.609253
2.2050,nan,nan,nan,nan,0.609750,0.609303
2.2060,nan,nan,nan,nan,0.609800,0.609353
2.2070,nan,nan,nan,nan,0.609850,0.609403
2.2080,nan,nan,nan,nan,0.609900,0.609453
2.2090,nan,nan,nan,nan,0.609950,0.609503
2.2100,nan,nan,nan,nan,0.610000,0.609553
2.2110,nan,nan,nan,nan,0.610050,0.609603
2.2120,nan,nan,nan,nan,0.610100,0.609653
2.2130,nan,nan,nan,nan,0.610150,0.609703
2.2140,nan,nan,nan,nan,0.610200,0.609753
2.2150,nan,nan,nan,nan,0.610250,0.609803
2.2160,nan,nan,nan,nan,0.610300,0.609853
2.2170,nan,nan,nan,nan,0.610350,0.609903
2.2180,nan,nan,nan,nan,0.610400,0.609953
2.2190,nan,nan,nan,nan,0.610450,0.610003
2.2200,nan,nan,nan,nan,0.610500,0.610053
2.2210,nan,nan,nan,nan,0.610550,0.610103
2.2220,nan,nan,nan,nan,0.610600,0.610153
2.2230,nan,nan,nan,nan,0.610650,0.610203
2.2240,nan,nan,nan,nan,0.610700,0.610253
2.2250,nan,nan,nan,nan,0.610750,0.610303
2.2260,nan,nan,nan,nan,0.610800,0.610353
2.2270,nan,nan,nan,nan,0.610850,0.610403
2.2280,nan,nan,nan,nan,0.610900,0.610453
2.2290,nan,nan,nan,nan,0.610950,0.610503
2.2300,nan,nan,nan,nan,0.611000,0.610553
2.2310,nan,nan,nan,nan,0.611050,0.610603
2.2320,nan,nan,nan,nan,0.611100,0.610653
2.2330,nan,nan,nan,nan,0.611150,0.610703
2.2340,nan,nan,nan,nan,0.611200,0.610753
2.2350,nan,nan,nan,nan,0.611250,0.610803
2.2360,nan,nan,nan,nan,0.611300,0.610853
2.2370,nan,nan,nan,nan,0.611350,0.610903
2.2380,nan,nan,nan,nan,0.611400,0.610953
2.2390,nan,nan,nan,nan,0.611450,0.611003
2.2400,nan,nan,nan,nan,0.611500,0.611053
2.2410,nan,nan,nan,nan,0.611550,0.611103
2.2420,nan,nan,nan,nan,0.611600,0.611153
2.2430,nan,nan,nan,nan,0.611650,0.611203
2.2440,nan,nan,nan,nan,0.611700,0.611253
2.2450,nan,nan,nan,nan,0.611750,0.611303
2.2460,nan,nan,nan,nan,0.611800,0.611353
2.2470,nan,nan,nan,nan,0.611850,0.611403
2.2480,nan,nan,nan,nan,0.611900,0.611453
2.2490,nan,nan,nan,nan,0.611950,0.611503
2.2500,nan,nan,nan,nan,0.612000,0.611553
2.2510,nan,nan,nan,nan,0.612050,0.611603
2.2520,nan,nan,nan,nan,0.612100,0.611653
2.2530,nan,nan,nan,nan,0.612150,0.611703
2.2540,nan,nan,nan,nan,0.612200,0.611753
2.2550,nan,nan,nan,nan,0.612250,0.611803
2.2560,nan,nan,nan,nan,0.612300,0.611853
2.2570,nan,nan,nan,nan,0.612350,0.611903
2.2580,nan,nan,nan,nan,0.612400,0.611953
2.2590,nan,nan,nan,nan,0.612450,0.612003
2.2600,nan,nan,nan,nan,0.612500,0.612053
2.2610,nan,nan,nan,nan,0.612550,0.612103
2.2620,nan,nan,nan,nan,0.612600,0.612153
2.2630,nan,nan,nan,nan,0.612650,0.612203
2.2640,nan,nan,nan,nan,0.612700,0.612253
2.2650,nan,nan,nan,nan,0.612750,0.612303
