t_s,step_ref,step_alpha_youlah,step_alpha_pi,step_r_cmd,ramp_ref,ramp_alpha
3.8950,nan,nan,nan,nan,0.694250,0.693803
3.8960,nan,nan,nan,nan,0.694300,0.693853
3.8970,nan,nan,nan,nan,0.694350,0.693903
3.8980,nan,nan,nan,nan,0.694400,0.693953
3.8990,nan,nan,nan,nan,0.694450,0.694003
3.9000,nan,nan,nan,nan,0.694500,0.694053
3.9010,nan,nan,nan,nan,0.694550,0.694103
3.9020,nan,nan,nan,nan,0.694600,0.694153
3.9030,nan,nan,nan,nan,0.694650,0.694203
3.9040,nan,nan,nan,nan,0.694700,0.694253
3.9050,nan,nan,nan,nan,0.694750,0.694303
3.9060,nan,nan,nan,nan,0.694800,0.694353
3.9070,nan,nan,nan,nan,0.694850,0.694403
3.9080,nan,nan,nan,nan,0.694900,0.694453
3.9090,nan,nan,nan,nan,0.694950,0.694503
3.9100,nan,nan,nan,nan,0.695000,0.694553
3.9110,nan,nan,nan,nan,0.695050,0.694603
3.9120,nan,nan,nan,nan,0.695100,0.694653
3.9130,nan,nan,nan,nan,0.695150,0.694703
3.9140,nan,nan,nan,nan,0.695200,0.694753
3.9150,nan,nan,nan,nan,0.695250,0.694803
3.9160,nan,nan,nan,nan,0.695300,0.694853
3.9170,nan,nan,nan,nan,0.695350,0.694903
3.9180,nan,nan,nan,nan,0.695400,0.694953
3.9190,nan,nan,nan,nan,0.695450,0.695003
3.9200,nan,nan,nan,nan,0.695500,0.695053
3.9210,nan,nan,nan,nan,0.695550,0.695103
3.9220,nan,nan,nan,nan,0.695600,0.695153
3.9230,nan,nan,nan,nan,0.695650,0.695203
3.9240,nan,nan,nan,nan,0.695700,0.695253
3.9250,nan,nan,nan,nan,0.695750,0.695303
3.9260,nan,nan,nan,nan,0.695800,0.695353
3.9270,nan,nan,nan,nan,0.695850,0.695403
3.9280,nan,nan,nan,nan,0.695900,0.695453
3.9290,nan,nan,nan,nan,0.695950,0.695503
3.9300,nan,nan,nan,nan,0.696000,0.695553
3.9310,nan,nan,nan,nan,0.696050,0.695603
3.9320,nan,nan,nan,nan,0.696100,0.695653
3.9330,nan,nan,nan,nan,0.696150,0.695703
3.9340,nan,nan,nan,nan,0.696200,0.695753
3.9350,nan,nan,nan,nan,0.696250,0.695803
3.9360,nan,nan,nan,nan,0.696300,0.695853
3.9370,nan,nan,nan,nan,0.696350,0.695903
3.9380,nan,nan,nan,nan,0.696400,0.695953
3.9390,nan,nan,nan,nan,0.696450,0.696003
3.9400,nan,nan,nan,nan,0.696500,0.696053
3.9410,nan,nan,nan,nan,0.696550,0.696103
3.9420,nan,nan,nan,nan,0.696600,0.696153
3.9430,nan,nan,nan,nan,0.696650,0.696203
3.9440,nan,nan,nan,nan,0.696700,0.696253
3.9450,nan,nan,nan,nan,0.696750,0.696303
3.9460,nan,nan,nan,nan,0.696800,0.696353
3.9470,nan,nan,nan,nan,0.696850,0.696403
3.9480,nan,nan,nan,nan,0.696900,0.696453
3.9490,nan,nan,nan,nan,0.696950,0.696503
3.9500,nan,nan,nan,nan,0.697000,0.696553
3.9510,nan,nan,nan,nan,0.697050,0.696603
3.9520,nan,nan,nan,nan,0.697100,0.696653
3.9530,nan,nan,nan,nan,0.697150,0.696703
3.9540,nan,nan,nan,nan,0.697200,0.696753
3.9550,nan,nan,nan,nan,0.697250,0.696803
3.9560,nan,nan,nan,nan,0.697300,0.696853
3.9570,nan,nan,nan,nan,0.697350,0.696903
3.9580,nan,nan,nan,nan,0.697400,0.696953
3.9590,nan,nan,nan,nan,0.697450,0.697003
3.9600,nan,nan,nan,nan,0.697500,0.697053
3.9610,nan,nan,nan,nan,0.697550,0.697103
3.9620,nan,nan,nan,nan,0.697600,0.697153
3.9630,nan,nan,nan,nan,0.697650,0.697203
3.9640,nan,nan,nan,nan,0.697700,0.697253
3.9650,nan,nan,nan,nan,0.697750,0.697303
3.9660,nan,nan,nan,nan,0.697800,0.697353
3.9670,nan,nan,nan,nan,0.697850,0.697403
3.9680,nan,nan,nan,nan,0.697900,0.697453
3.9690,nan,nan,nan,nan,0.697950,0.697503
3.9700,nan,nan,nan,nan,0.698000,0.697553
3.9710,nan,nan,nan,nan,0.698050,0.697603
3.9720,nan,nan,nan,nan,0.698100,0.697653
3.9730,nan,nan,nan,nan,0.698150,0.697703
3.9740,nan,nan,nan,nan,0.698200,0.697753
3.9750,nan,nan,nan,nan,0.698250,0.697803
3.9760,nan,nan,nan,nan,0.698300,0.697853
3.9770,nan,nan,nan,nan,0.698350,0.697903
3.9780,nan,nan,nan,nan,0.698400,0.697953
3.9790,nan,nan,nan,nan,0.698450,0.698003
3.9800,nan,nan,nan,nan,0.698500,0.698053
3.9810,nan,nan,nan,nan,0.698550,0.698103
3.9820,nan,nan,nan,nan,0.698600,0.698153
3.9830,nan,nan,nan,nan,0.698650,0.698203
3.9840,nan,nan,nan,nan,0.698700,0.698253
3.9850,nan,nan,nan,nan,0.698750,0.698303
3.9860,nan,nan,nan,nan,0.698800,0.698353
3.9870,nan,nan,nan,nan,0.698850,0.698403
3.9880,nan,nan,nan,nan,0.698900,0.698453
3.9890,nan,nan,nan,nan,0.698950,0.698503
3.9900,nan,nan,nan,nan,0.699000,0.698553
3.9910,nan,nan,nan,nan,0.699050,0.698603
3.9920,nan,nan,nan,nan,0.699100,0.698653
3.9930,nan,nan,nan,nan,0.699150,0.698703
3.9940,nan,nan,nan,nan,0.699200,0.698753
3.9950,nan,nan,nan,nan,0.699250,0.698803
3.9960,nan,nan,nan,nan,0.699300,0.698853
3.9970,nan,nan,nan,nan,0.699350,0.698903
3.9980,nan,nan,nan,nan,0.699400,0.698953
3.9990,nan,nan,nan,nan,0.699450,0.699003
4.0000,nan,nan,nan,nan,0.699500,0.699053
4.0010,nan,nan,nan,nan,0.699550,0.699103
4.0020,nan,nan,nan,nan,0.699600,0.699153
4.0030,nan,nan,nan,nan,0.699650,0.699203
4.0040,nan,nan,nan,nan,0.699700,0.699253
4.0050,nan,nan,nan,nan,0.699750,0.699303
4.0060,nan,nan,nan,nan,0.699800,0.699353
4.0070,nan,nan,nan,nan,0.699850,0.699403
4.0080,nan,nan,nan,nan,0.699900,0.699453
4.0090,nan,nan,nan,nan,0.699950,0.699503
4.0100,nan,nan,nan,nan,0.700000,0.699553
4.0110,nan,nan,nan,nan,0.700050,0.699603
4.0120,nan,nan,nan,nan,0.700100,0.699653
4.0130,nan,nan,nan,nan,0.700150,0.699703
4.0140,nan,nan,nan,nan,0.700200,0.699753
4.0150,nan,nan,nan,nan,0.700250,0.699803
4.0160,nan,nan,nan,nan,0.700300,0.699853
4.0170,nan,nan,nan,nan,0.700350,0.699903
4.0180,nan,nan,nan,nan,0.700400,0.699953
4.0190,nan,nan,nan,nan,0.700450,0.700003
4.0200,nan,nan,nan,nan,0.700500,0.700053
4.0210,nan,nan,nan,nan,0.700550,0.700103
4.0220,nan,nan,nan,nan,0.700600,0.700153
4.0230,nan,nan,nan,nan,0.700650,0.700203
4.0240,nan,nan,nan,nan,0.700700,0.700253
4.0250,nan,nan,nan,nan,0.700750,0.700303
4.0260,nan,nan,nan,nan,0.700800,0.700353
4.0270,nan,nan,nan,nan,0.700850,0.700403
4.0280,nan,nan,nan,nan,0.700900,0.700453
4.0290,nan,nan,nan,nan,0.700950,0.700503
4.0300,nan,nan,nan,nan,0.701000,0.700553
4.0310,nan,nan,nan,nan,0.701050,0.700603
4.0320,nan,nan,nan,nan,0.701100,0.700653
4.0330,nan,nan,nan,nan,0.701150,0.700703
4.0340,nan,nan,nan,nan,0.701200,0.700753
4.0350,nan,nan,nan,nan,0.701250,0.700803
4.0360,nan,nan,nan,nan,0.701300,0.700853
4.0370,nan,nan,nan,nan,0.701350,0.700903
4.0380,nan,nan,nan,nan,0.701400,0.700953
4.0390,nan,nan,nan,nan,0.701450,0.701003
4.0400,nan,nan,nan,nan,0.701500,0.701053
4.0410,nan,nan,nan,nan,0.701550,0.701103
4.0420,nan,nan,nan,nan,0.701600,0.701153
4.0430,nan,nan,nan,nan,0.701650,0.701203
4.0440,nan,nan,nan,nan,0.701700,0.701253
4.0450,nan,nan,nan,nan,0.701750,0.701303
4.0460,nan,nan,nan,nan,0.701800,0.701353
4.0470,nan,nan,nan,nan,0.701850,0.701403
4.0480,nan,nan,nan,nan,0.701900,0.701453
4.0490,nan,nan,nan,nan,0.701950,0.701503
4.0500,nan,nan,nan,nan,0.702000,0.701553
4.0510,nan,nan,nan,nan,0.702050,0.701603
4.0520,nan,nan,nan,nan,0.702100,0.701653
4.0530,nan,nan,nan,nan,0.702150,0.701703
4.0540,nan,nan,nan,nan,0.702200,0.701753
4.0550,nan,nan,nan,nan,0.702250,0.701803
4.0560,nan,nan,nan,nan,0.702300,0.701853
4.0570,nan,nan,nan,nan,0.702350,0.701903
4.0580,nan,nan,nan,nan,0.702400,0.701953
4.0590,nan,nan,nan,nan,0.702450,0.702003
4.0600,nan,nan,nan,nan,0.702500,0.702053
4.0610,nan,nan,nan,nan,0.702550,0.702103
4.0620,nan,nan,nan,nan,0.702600,0.702153
4.0630,nan,nan,nan,nan,0.702650,0.702203
4.0640,nan,nan,nan,nan,0.702700,0.702253
4.0650,nan,nan,nan,nan,0.702750,0.702303
4.0660,nan,nan,nan,nan,0.702800,0.702353
4.0670,nan,nan,nan,nan,0.702850,0.702403
4.0680,nan,nan,nan,nan,0.702900,0.702453
4.0690,nan,nan,nan,nan,0.702950,0.702503
4.0700,nan,nan,nan,nan,0.703000,0.702553
4.0710,nan,nan,nan,nan,0.703050,0.702603
4.0720,nan,nan,nan,nan,0.703100,0.702653
4.0730,nan,nan,nan,nan,0.703150,0.702703
4.0740,nan,nan,nan,nan,0.703200,0.702753
4.0750,nan,nan,nan,nan,0.703250,0.702803
4.0760,nan,nan,nan,nan,0.703300,0.702853
4.0770,nan,nan,nan,nan,0.703350,0.702903
4.0780,nan,nan,nan,nan,0.703400,0.702953
4.0790,nan,nan,nan,nan,0.703450,0.703003
4.0800,nan,nan,nan,nan,0.703500,0.703053
4.0810,nan,nan,nan,nan,0.703550,0.703103
4.0820,nan,nan,nan,nan,0.703600,0.703153
4.0830,nan,nan,nan,nan,0.703650,0.703203
4.0840,nan,nan,nan,nan,0.703700,0.703253
4.0850,nan,nan,nan,nan,0.703750,0.703303
4.0860,nan,nan,nan,nan,0.703800,0.703353
4.0870,nan,nan,nan,nan,0.703850,0.703403
4.0880,nan,nan,nan,nan,0.703900,0.703453
4.0890,nan,nan,nan,nan,0.703950,0.703503
4.0900,nan,nan,nan,nan,0.704000,0.703553
4.0910,nan,nan,nan,nan,0.704050,0.703603
4.0920,nan,nan,nan,nan,0.704100,0.703653
4.0930,nan,nan,nan,nan,0.704150,0.703703
4.0940,nan,nan,nan,nan,0.704200,0.703753
4.0950,nan,nan,nan,nan,0.704250,0.703803
4.0960,nan,nan,nan,nan,0.704300,0.703853
4.0970,nan,nan,nan,nan,0.704350,0.703903
4.0980,nan,nan,nan,nan,0.704400,0.703953
4.0990,nan,nan,nan,nan,0.704450,0.704003
4.1000,nan,nan,nan,nan,0.704500,0.704053
4.1010,nan,nan,nan,nan,0.704550,0.704103
4.1020,nan,nan,nan,nan,0.704600,0.704153
4.1030,nan,nan,nan,nan,0.704650,0.704203
4.1040,nan,nan,nan,nan,0.704700,0.704253
4.1050,nan,nan,nan,nan,0.704750,0.704303
4.1060,nan,nan,nan,nan,0.704800,0.704353
4.1070,nan,nan,nan,nan,0.704850,0.704403
4.1080,nan,nan,nan,nan,0.704900,0.704453
4.1090,nan,nan,nan,nan,0.704950,0.704503
4.1100,nan,nan,nan,nan,0.705000,0.704553
4.1110,nan,nan,nan,nan,0.705050,0.704603
4.1120,nan,nan,nan,nan,0.705100,0.704653
4.1130,nan,nan,nan,nan,0.705150,0.704703
4.1140,nan,nan,nan,nan,0.705200,0.704753
4.1150,nan,nan,nan,nan,0.705250,0.704803
4.1160,nan,nan,nan,nan,0.705300,0.704853
4.1170,nan,nan,nan,nan,0.705350,0.704903
4.1180,nan,nan,nan,nan,0.705400,0.704953
4.1190,nan,nan,nan,nan,0.705450,0.705003
4.1200,nan,nan,nan,nan,0.705500,0.705053
4.1210,nan,nan,nan,nan,0.705550,0.705103
4.1220,nan,nan,nan,nan,0.705600,0.705153
4.1230,nan,nan,nan,nan,0.705650,0.705203
4.1240,nan,nan,nan,nan,0.705700,0.705253
4.1250,nan,nan,nan,nan,0.705750,0.705303
4.1260,nan,nan,nan,nan,0.705800,0.705353
4.1270,nan,nan,nan,nan,0.705850,0.705403
4.1280,nan,nan,nan,nan,0.705900,0.705453
4.1290,nan,nan,nan,nan,0.705950,0.705503
4.1300,nan,nan,nan,nan,0.706000,0.705553
4.1310,nan,nan,nan,nan,0.706050,0.705603
4.1320,nan,nan,nan,nan,0.706100,0.705653
4.1330,nan,nan,nan,nan,0.706150,0.705703
4.1340,nan,nan,nan,nan,0.706200,0.705753
4.1350,nan,nan,nan,nan,0.706250,0.705803
4.1360,nan,nan,nan,nan,0.706300,0.705853
4.1370,nan,nan,nan,nan,0.706350,0.705903
4.1380,nan,nan,nan,nan,0.706400,0.705953
4.1390,nan,nan,nan,nan,0.706450,0.706003
4.1400,nan,nan,nan,nan,0.706500,0.706053
4.1410,nan,nan,nan,nan,0.706550,0.706103
4.1420,nan,nan,nan,nan,0.706600,0.706153
4.1430,nan,nan,nan,nan,0.706650,0.706203
4.1440,nan,nan,nan,nan,0.706700,0.706253
4.1450,nan,nan,nan,nan,0.706750,0.706303
4.1460,nan,nan,nan,nan,0.706800,0.706353
4.1470,nan,nan,nan,nan,0.706850,0.706403
4.1480,nan,nan,nan,nan,0.706900,0.706453
4.1490,nan,nan,nan,nan,0.706950,0.706503
4.1500,nan,nan,nan,nan,0.707000,0.706553
4.1510,nan,nan,nan,nan,0.707050,0.706603
4.1520,nan,nan,nan,nan,0.707100,0.706653
4.1530,nan,nan,nan,nan,0.707150,0.706703
4.1540,nan,nan,nan,nan,0.707200,0.706753
4.1550,nan,nan,nan,nan,0.707250,0.706803
4.1560,nan,nan,nan,nan,0.707300,0.706853
4.1570,nan,nan,nan,nan,0.707350,0.706903
4.1580,nan,nan,nan,nan,0.707400,0.706953
4.1590,nan,nan,nan,nan,0.707450,0.707003
4.1600,nan,nan,nan,nan,0.707500,0.707053
4.1610,nan,nan,nan,nan,0.707550,0.707103
4.1620,nan,nan,nan,nan,0.707600,0.707153
4.1630,nan,nan,nan,nan,0.707650,0.707203
4.1640,nan,nan,nan,nan,0.707700,0.707253
4.1650,nan,nan,nan,nan,0.707750,0.707303
4.1660,nan,nan,nan,nan,0.707800,0.707353
4.1670,nan,nan,nan,nan,0.707850,0.707403
4.1680,nan,nan,nan,nan,0.707900,0.707453
4.1690,nan,nan,nan,nan,0.707950,0.707503
4.1700,nan,nan,nan,nan,0.708000,0.707553
4.1710,nan,nan,nan,nan,0.708050,0.707603
4.1720,nan,nan,nan,nan,0.708100,0.707653
4.1730,nan,nan,nan,nan,0.708150,0.707703
4.1740,nan,nan,nan,nan,0.708200,0.707753
4.1750,nan,nan,nan,nan,0.708250,0.707803
4.1760,nan,nan,nan,nan,0.708300,0.707853
4.1770,nan,nan,nan,nan,0.708350,0.707903
4.1780,nan,nan,nan,nan,0.708400,0.707953
4.1790,nan,nan,nan,nan,0.708450,0.708003
4.1800,nan,nan,nan,nan,0.708500,0.708053
4.1810,nan,nan,nan,nan,0.708550,0.708103
4.1820,nan,nan,nan,nan,0.708600,0.708153
4.1830,nan,nan,nan,nan,0.708650,0.708203
4.1840,nan,nan,nan,nan,0.708700,0.708253
4.1850,nan,nan,nan,nan,0.708750,0.708303
4.1860,nan,nan,nan,nan,0.708800,0.708353
4.1870,nan,nan,nan,nan,0.708850,0.708403
4.1880,nan,nan,nan,nan,0.708900,0.708453
4.1890,nan,nan,nan,nan,0.708950,0.708503
4.1900,nan,nan,nan,nan,0.709000,0.708553
4.1910,nan,nan,nan,nan,0.709050,0.708603
4.1920,nan,nan,nan,nan,0.709100,0.708653
4.1930,nan,nan,nan,nan,0.709150,0.708703
4.1940,nan,nan,nan,nan,0.709200,0.708753
4.1950,nan,nan,nan,nan,0.709250,0.708803
4.1960,nan,nan,nan,nan,0.709300,0.708853
4.1970,nan,nan,nan,nan,0.709350,0.708903
4.1980,nan,nan,nan,nan,0.709400,0.708953
4.1990,nan,nan,nan,nan,0.709450,0.709003
4.2000,nan,nan,nan,nan,0.709500,0.709053
4.2010,nan,nan,nan,nan,0.709550,0.709103
4.2020,nan,nan,nan,nan,0.709600,0.709153
4.2030,nan,nan,nan,nan,0.709650,0.709203
4.2040,nan,nan,nan,nan,0.709700,0.709253
4.2050,nan,nan,nan,nan,0.709750,0.709303
4.2060,nan,nan,nan,nan,0.709800,0.709353
4.2070,nan,nan,nan,nan,0.709850,0.709403
4.2080,nan,nan,nan,nan,0.709900,0.709453
4.2090,nan,nan,nan,nan,0.709950,0.709503
4.2100,nan,nan,nan,nan,0.710000,0.709553
4.2110,nan,nan,nan,nan,0.710050,0.709603
4.2120,nan,nan,nan,nan,0.710100,0.709653
4.2130,nan,nan,nan,nan,0.710150,0.709703
4.2140,nan,nan,nan,nan,0.710200,0.709753
4.2150,nan,nan,nan,nan,0.710250,0.709803
4.2160,nan,nan,nan,nan,0.710300,0.709853
4.2170,nan,nan,nan,nan,0.710350,0.709903
4.2180,nan,nan,nan,nan,0.710400,0.709953
4.2190,nan,nan,nan,nan,0.710450,0.710003
4.2200,nan,nan,nan,nan,0.710500,0.710053
4.2210,nan,nan,nan,nan,0.710550,0.710103
4.2220,nan,nan,nan,nan,0.710600,0.710153
4.2230,nan,nan,nan,nan,0.710650,0.710203
4.2240,nan,nan,nan,nan,0.710700,0.710253
4.2250,nan,nan,nan,nan,0.710750,0.710303
4.2260,nan,nan,nan,nan,0.710800,0.710353
4.2270,nan,nan,nan,nan,0.710850,0.710403
4.2280,nan,nan,nan,nan,0.710900,0.710453
4.2290,nan,nan,nan,nan,0.710950,0.710503
4.2300,nan,nan,nan,nan,0.711000,0.710553
4.2310,nan,nan,nan,nan,0.711050,0.710603
4.2320,nan,nan,nan,nan,0.711100,0.710653
4.2330,nan,nan,nan,nan,0.711150,0.710703
4.2340,nan,nan,nan,nan,0.711200,0.710753
4.2350,nan,nan,nan,nan,0.711250,0.710803
4.2360,nan,nan,nan,nan,0.711300,0.710853
4.2370,nan,nan,nan,nan,0.711350,0.710903
4.2380,nan,nan,nan,nan,0.711400,0.710953
4.2390,nan,nan,nan,nan,0.711450,0.711003
4.2400,nan,nan,nan,nan,0.711500,0.711053
4.2410,nan,nan,nan,nan,0.711550,0.711103
4.2420,nan,nan,nan,nan,0.711600,0.711153
4.2430,nan,nan,nan,nan,0.711650,0.711203
4.2440,nan,nan,nan,nan,0.711700,0.711253
4.2450,nan,nan,nan,nan,0.711750,0.711303
4.2460,nan,nan,nan,nan,0.711800,0.711353
4.2470,nan,nan,nan,nan,0.711850,0.711403
4.2480,nan,nan,nan,nan,0.711900,0.711453
4.2490,nan,nan,nan,nan,0.711950,0.711503
4.2500,nan,nan,nan,nan,0.712000,0.711553
4.2510,nan,nan,nan,nan,0.712050,0.711603
4.2520,nan,nan,nan,nan,0.712100,0.711653
4.2530,nan,nan,nan,nan,0.712150,0.711703
4.2540,nan,nan,nan,nan,0.712200,0.711753
4.2550,nan,nan,nan,nan,0.712250,0.711803
4.2560,nan,nan,nan,nan,0.712300,0.711853
4.2570,nan,nan,nan,nan,0.712350,0.711903
4.2580,nan,nan,nan,nan,0.712400,0.711953
4.2590,nan,nan,nan,nan,0.712450,0.712003
4.2600,nan,nan,nan,nan,0.712500,0.712053
4.2610,nan,nan,nan,nan,0.712550,0.712103
4.2620,nan,nan,nan,nan,0.712600,0.712153
4.2630,nan,nan,nan,nan,0.712650,0.712203
4.2640,nan,nan,nan,nan,0.712700,0.712253
4.2650,nan,nan,nan,nan,0.712750,0.712303
4.2660,nan,nan,nan,nan,0.712800,0.712353
4.2670,nan,nan,nan,nan,0.712850,0.712403
4.2680,nan,nan,nan,nan,0.712900,0.712453
4.2690,nan,nan,nan,nan,0.712950,0.712503
4.2700,nan,nan,nan,nan,0.713000,0.712553
4.2710,nan,nan,nan,nan,0.713050,0.712603
4.2720,nan,nan,nan,nan,0.713100,0.712653
4.2730,nan,nan,nan,nan,0.713150,0.712703
4.2740,nan,nan,nan,nan,0.713200,0.712753
4.2750,nan,nan,nan,nan,0.713250,0.712803
4.2760,nan,nan,nan,nan,0.713300,0.712853
4.2770,nan,nan,nan,nan,0.713350,0.712903
4.2780,nan,nan,nan,nan,0.713400,0.712953
4.2790,nan,nan,nan,nan,0.713450,0.713003
4.2800,nan,nan,nan,nan,0.713500,0.713053
4.2810,nan,nan,nan,nan,0.713550,0.713103
4.2820,nan,nan,nan,nan,0.713600,0.713153
4.2830,nan,nan,nan,nan,0.713650,0.713203
4.2840,nan,nan,nan,nan,0.713700,0.713253
4.2850,nan,nan,nan,nan,0.713750,0.713303
4.2860,nan,nan,nan,nan,0.713800,0.713353
4.2870,nan,nan,nan,nan,0.713850,0.713403
4.2880,nan,nan,nan,nan,0.713900,0.713453
4.2890,nan,nan,nan,nan,0.713950,0.713503
4.2900,nan,nan,nan,nan,0.714000,0.713553
4.2910,nan,nan,nan,nan,0.714050,0.713603
4.2920,nan,nan,nan,nan,0.714100,0.713653
4.2930,nan,nan,nan,nan,0.714150,0.713703
4.2940,nan,nan,nan,nan,0.714200,0.713753
4.2950,nan,nan,nan,nan,0.714250,0.713803
4.2960,nan,nan,nan,nan,0.714300,0.713853
4.2970,nan,nan,nan,nan,0.714350,0.713903
4.2980,nan,nan,nan,nan,0.714400,0.713953
4.2990,nan,nan,nan,nan,0.714450,0.714003
4.3000,nan,nan,nan,nan,0.714500,0.714053
4.3010,nan,nan,nan,nan,0.714550,0.714103
4.3020,nan,nan,nan,nan,0.714600,0.714153
4.3030,nan,nan,nan,nan,0.714650,0.714203
4.3040,nan,nan,nan,nan,0.714700,0.714253
4.3050,nan,nan,nan,nan,0.714750,0.714303
4.3060,nan,nan,nan,nan,0.714800,0.714353
4.3070,nan,nan,nan,nan,0.714850,0.714403
4.3080,nan,nan,nan,nan,0.714900,0.714453
4.3090,nan,nan,nan,nan,0.714950,0.714503
4.3100,nan,nan,nan,nan,0.715000,0.714553
4.3110,nan,nan,nan,nan,0.715050,0.714603
4.3120,nan,nan,nan,nan,0.715100,0.714653
4.3130,nan,nan,nan,nan,0.715150,0.714703
4.3140,nan,nan,nan,nan,0.715200,0.714753
4.3150,nan,nan,nan,nan,0.715250,0.714803
4.3160,nan,nan,nan,nan,0.715300,0.714853
4.3170,nan,nan,nan,nan,0.715350,0.714903
4.3180,nan,nan,nan,nan,0.715400,0.714953
4.3190,nan,nan,nan,nan,0.715450,0.715003
4.3200,nan,nan,nan,nan,0.715500,0.715053
4.3210,nan,nan,nan,nan,0.715550,0.715103
4.3220,nan,nan,nan,nan,0.715600,0.715153
4.3230,nan,nan,nan,nan,0.715650,0.715203
4.3240,nan,nan,nan,nan,0.715700,0.715253
4.3250,nan,nan,nan,nan,0.715750,0.715303
4.3260,nan,nan,nan,nan,0.715800,0.715353
4.3270,nan,nan,nan,nan,0.715850,0.715403
4.3280,nan,nan,nan,nan,0.715900,0.715453
4.3290,nan,nan,nan,nan,0.715950,0.715503
4.3300,nan,nan,nan,nan,0.716000,0.715553
4.3310,nan,nan,nan,nan,0.716050,0.715603
4.3320,nan,nan,nan,nan,0.716100,0.715653
4.3330,nan,nan,nan,nan,0.716150,0.715703
4.3340,nan,nan,nan,nan,0.716200,0.715753
4.3350,nan,nan,nan,nan,0.716250,0.715803
4.3360,nan,nan,nan,nan,0.716300,0.715853
4.3370,nan,nan,nan,nan,0.716350,0.715903
4.3380,nan,nan,nan,nan,0.716400,0.715953
4.3390,nan,nan,nan,nan,0.716450,0.716003
4.3400,nan,nan,nan,nan,0.716500,0.716053
4.3410,nan,nan,nan,nan,0.716550,0.716103
4.3420,nan,nan,nan,nan,0.716600,0.716153
4.3430,nan,nan,nan,nan,0.716650,0.716203
4.3440,nan,nan,nan,nan,0.716700,0.716253
4.3450,nan,nan,nan,nan,0.716750,0.716303
4.3460,nan,nan,nan,nan,0.716800,0.716353
4.3470,nan,nan,nan,nan,0.716850,0.716403
4.3480,nan,nan,nan,nan,0.716900,0.716453
4.3490,nan,nan,nan,nan,0.716950,0.716503
4.3500,nan,nan,nan,nan,0.717000,0.716553
4.3510,nan,nan,nan,nan,0.717050,0.716603
4.3520,nan,nan,nan,nan,0.717100,0.716653
4.3530,nan,nan,nan,nan,0.717150,0.716703
4.3540,nan,nan,nan,nan,0.717200,0.716753
4.3550,nan,nan,nan,nan,0.717250,0.716803
4.3560,nan,nan,nan,nan,0.717300,0.716853
4.3570,nan,nan,nan,nan,0.717350,0.716903
4.3580,nan,nan,nan,nan,0.717400,0.716953
4.3590,nan,nan,nan,nan,0.717450,0.717003
4.3600,nan,nan,nan,nan,0.717500,0.717053
4.3610,nan,nan,nan,nan,0.717550,0.717103
4.3620,nan,nan,nan,nan,0.717600,0.717153
4.3630,nan,nan,nan,nan,0.717650,0.717203
4.3640,nan,nan,nan,nan,0.717700,0.717253
4.3650,nan,nan,nan,nan,0.717750,0.717303
4.3660,nan,nan,nan,nan,0.717800,0.717353
4.3670,nan,nan,nan,nan,0.717850,0.717403
4.3680,nan,nan,nan,nan,0.717900,0.717453
4.3690,nan,nan,nan,nan,0.717950,0.717503
4.3700,nan,nan,nan,nan,0.718000,0.717553
4.3710,nan,nan,nan,nan,0.718050,0.717603
4.3720,nan,nan,nan,nan,0.718100,0.717653
4.3730,nan,nan,nan,nan,0.718150,0.717703
4.3740,nan,nan,nan,nan,0.718200,0.717753
4.3750,nan,nan,nan,nan,0.718250,0.717803
4.3760,nan,nan,nan,nan,0.718300,0.717853
4.3770,nan,nan,nan,nan,0.718350,0.717903
4.3780,nan,nan,nan,nan,0.718400,0.717953
4.3790,nan,nan,nan,nan,0.718450,0.718003
4.3800,nan,nan,nan,nan,0.718500,0.718053
4.3810,nan,nan,nan,nan,0.718550,0.718103
4.3820,nan,nan,nan,nan,0.718600,0.718153
4.3830,nan,nan,nan,nan,0.718650,0.718203
4.3840,nan,nan,nan,nan,0.718700,0.718253
4.3850,nan,nan,nan,nan,0.718750,0.718303
4.3860,nan,nan,nan,nan,0.718800,0.718353
4.3870,nan,nan,nan,nan,0.718850,0.718403
4.3880,nan,nan,nan,nan,0.718900,0.718453
4.3890,nan,nan,nan,nan,0.718950,0.718503
4.3900,nan,nan,nan,nan,0.719000,0.718553
4.3910,nan,nan,nan,nan,0.719050,0.718603
4.3920,nan,nan,nan,nan,0.719100,0.718653
4.3930,nan,nan,nan,nan,0.719150,0.718703
4.3940,nan,nan,nan,nan,0.719200,0.718753
4.3950,nan,nan,nan,nan,0.719250,0.718803
4.3960,nan,nan,nan,nan,0.719300,0.718853
4.3970,nan,nan,nan,nan,0.719350,0.718903
4.3980,nan,nan,nan,nan,0.719400,0.718953
4.3990,nan,nan,nan,nan,0.719450,0.719003
4.4000,nan,nan,nan,nan,0.719500,0.719053
4.4010,nan,nan,nan,nan,0.719550,0.719103
4.4020,nan,nan,nan,nan,0.719600,0.719153
4.4030,nan,nan,nan,nan,0.719650,0.719203
4.4040,nan,nan,nan,nan,0.719700,0.719253
4.4050,nan,nan,nan,nan,0.719750,0.719303
4.4060,nan,nan,nan,nan,0.719800,0.719353
4.4070,nan,nan,nan,nan,0.719850,0.719403
4.4080,nan,nan,nan,nan,0.719900,0.719453
4.4090,nan,nan,nan,nan,0.719950,0.719503
4.4100,nan,nan,nan,nan,0.720000,0.719553
